Variant,vscore
Jeanneau Sun Odyssey 42i,133450.0315100302
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 44i,148807.20153105387
Jeanneau Sun Odyssey 44i,148807.20153105387
Jeanneau Sun Odyssey 45 DS,200018.1571074621
Jeanneau Sun Odyssey 45 DS,200018.1571074621
Jeanneau Sun Odyssey 45 DS,200018.1571074621
Jeanneau Sun Odyssey 44i,148807.20153105387
Jeanneau Sun Odyssey 45 DS,200018.1571074621
Jeanneau Sun Odyssey 44i,148807.20153105387
Jeanneau Sun Odyssey 49i,146456.96511446204
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Moody 45 DS,402697.3054117284
Morris M42,492226.57517764065
Oyster 54,739554.1550582909
Rustler 44,454796.12308116496
Sabre 456 MK II,470134.13373906445
Sly 48C,280486.27294514084
Tartan 4000,331587.7289043697
Tartan 4300,346323.8664052155
Tofinou 12,179869.54155434816
Vismara V50,437558.64121298166
Vismara V50,437558.64121298166
X-Yachts Xc 50,523256.7653565395
X-Yachts Xc 50,523256.7653565395
Bavaria 40S Cruiser,95093.6792219406
Bavaria 40S Cruiser,95093.6792219406
Bavaria 40S Cruiser,95093.6792219406
Bavaria 40S Cruiser,95093.6792219406
Bavaria 40 Cruiser,102165.71551230503
Bavaria 40 Cruiser,102165.71551230503
Bavaria 40S Cruiser,95093.6792219406
Bavaria 40 Cruiser,102165.71551230503
Bavaria 40 Cruiser,102165.71551230503
Bavaria 40 Cruiser,102165.71551230503
Bavaria 45 Cruiser,133096.03699267973
Bavaria 45 Cruiser,133096.03699267973
Bavaria 45 Cruiser,133096.03699267973
Bavaria 50 Cruiser,156372.6918812793
Bavaria 56 Cruiser,248507.72251595734
Bavaria 56 Cruiser,248507.72251595734
Bavaria 56 Cruiser,248507.72251595734
Bavaria 56 Cruiser,248507.72251595734
Bavaria 56 Cruiser,248507.72251595734
Bavaria 56 Cruiser,248507.72251595734
Bavaria 56 Cruiser,248507.72251595734
Bavaria 56 Cruiser,248507.72251595734
Beneteau Oceanis 41,142882.3653914601
Beneteau Oceanis 41,142882.3653914601
Beneteau Oceanis 41,142882.3653914601
Beneteau Oceanis 41,142882.3653914601
Beneteau First 40,137074.93670396277
Beneteau Sense 43,167948.71021257888
Beneteau Sense 43,167948.71021257888
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Sense 46,270316.008269597
Beneteau Oceanis 48,189137.96521818318
Beneteau Oceanis 48,189137.96521818318
Beneteau Oceanis 48,189137.96521818318
Beneteau Sense 50,292989.59235095885
Beneteau Sense 50,292989.59235095885
Beneteau Oceanis 50 Family,169956.9171046038
Beneteau Sense 50,292989.59235095885
Beneteau Sense 50,292989.59235095885
Beneteau Sense 50,292989.59235095885
Beneteau Oceanis 50,209996.58644227745
Beneteau Oceanis 50,209996.58644227745
Beneteau Oceanis 54,242509.24739024212
Beneteau Oceanis 54,242509.24739024212
Beneteau Oceanis 54,242509.24739024212
Beneteau Sense 55,289057.35677232733
Beneteau Oceanis 45,170301.9612072132
Catalina 385,176036.17848427207
Catalina 445,225037.534714783
Dehler 41,176599.7566176583
Dehler 41,176599.7566176583
Dufour 405 GL,119568.23419730498
Dufour 405 GL,119568.23419730498
Dufour 525 GL,301088.29498908605
Dufour 525 GL,301088.29498908605
Elan IMPRESSION 394,121387.1252407213
Elan 444 Impression,107144.18657099846
Grand Soleil 39,176515.85931712226
Grand Soleil 39,176515.85931712226
Grand Soleil 50,320553.26407024096
Grand Soleil 50,320553.26407024096
Grand Soleil 50,320553.26407024096
Hallberg-Rassy 48,594674.2240794844
Hallberg-Rassy 54,988156.322242862
Hanse 400,121953.61458461673
Hanse 445,145641.19278589226
Hanse 445,145641.19278589226
Hanse 445,145641.19278589226
Hanse 445,145641.19278589226
Hanse 445,145641.19278589226
Hanse 445,145641.19278589226
Hanse 445,145641.19278589226
Hanse 470,227452.01532739736
Hanse 545,303977.970062998
Hanse 495,216835.12391544116
Hunter 45 DS,191184.70729241837
Jeanneau Sun Odyssey 409,114529.07838379206
Jeanneau Sun Odyssey 409,114529.07838379206
Jeanneau Sun Odyssey 409,114529.07838379206
Jeanneau Sun Odyssey 409,114529.07838379206
Jeanneau 409,183908.43539365867
Jeanneau Sun Odyssey 42 DS,169388.07342358647
Jeanneau Sun Odyssey 42 DS,169388.07342358647
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 44 DS,201515.63418079226
Jeanneau Sun Odyssey 44 DS,201515.63418079226
Jeanneau Sun Odyssey 44 DS,201515.63418079226
Jeanneau Sun Odyssey 45 DS,200018.1571074621
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau 509,295891.87725749315
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Passport Vista 545 Center Cockpit,766923.2327560377
Sly 47,190750.83690775695
Solaris 44,375118.2924967299
Southerly 38,285400.7905127455
Southerly 420,411327.03546392964
Tofinou 16,399918.28583718627
X-Yachts Xp 38,214685.92683964493
X-Yachts Xp 44,398045.88246322016
X-Yachts Xp 44,398045.88246322016
X-Yachts XP50,535120.1038861566
X-Yachts XP50,535120.1038861566
X-Yachts XP50,535120.1038861566
X-Yachts Xc 50,523256.7653565395
Bavaria 40S Cruiser,95093.6792219406
Bavaria 40S Cruiser,95093.6792219406
Bavaria 40S Cruiser,95093.6792219406
Bavaria 40S Cruiser,95093.6792219406
Bavaria 40 Cruiser,102165.71551230503
Bavaria 40 Cruiser,102165.71551230503
Bavaria 41 Cruiser,121741.25539569149
Bavaria 45 Cruiser,133096.03699267973
Bavaria 45 Cruiser,133096.03699267973
Bavaria 45 Cruiser,133096.03699267973
Bavaria 45 Cruiser,133096.03699267973
Bavaria 45 Cruiser,133096.03699267973
Bavaria 45 Cruiser,133096.03699267973
Bavaria 45 Cruiser,133096.03699267973
Bavaria 45 Cruiser,133096.03699267973
Bavaria 45 Cruiser,133096.03699267973
Bavaria Vision 46,204497.3529923024
Bavaria Vision 46,204497.3529923024
Bavaria Vision 46,204497.3529923024
Bavaria 50 Cruiser,156372.6918812793
Bavaria 56 Cruiser,248507.72251595734
Bavaria 56 Cruiser,248507.72251595734
Bavaria 45 Cruiser,133096.03699267973
Beneteau Oceanis 41 Owners Version,177400.67982868565
Beneteau Oceanis 41,142882.3653914601
Beneteau Oceanis 41,142882.3653914601
Beneteau Oceanis 41,142882.3653914601
Beneteau Oceanis 41,142882.3653914601
Beneteau Oceanis 41,142882.3653914601
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 48,189137.96521818318
Beneteau Oceanis 48,189137.96521818318
Beneteau Sense 50,292989.59235095885
Beneteau Sense 50,292989.59235095885
Beneteau Oceanis 50 Family,169956.9171046038
Beneteau Oceanis 54,242509.24739024212
Beneteau Oceanis 54,242509.24739024212
Beneteau OCEANIS 55,371227.0498760544
Beneteau Oceanis 55,359746.1618869077
Catalina 387,164622.66623134847
Catalina 385,176036.17848427207
Dehler 41,176599.7566176583
Delphia 46 cc,253687.81035537936
Dufour 380,80596.35431307783
Dufour 410,118718.53103889264
Dufour 410 GL,136444.14980107316
Dufour 410 GL,136444.14980107316
Dufour 40e Performance,162169.75612617153
Dufour 445 GL,157608.53331738492
Dufour 445 GL,157608.53331738492
Dufour 445 GL,157608.53331738492
Dufour 445 GL,157608.53331738492
Dufour 445,185124.06033504542
Dufour 445 GL,157608.53331738492
Dufour 450 GL,138601.16754983412
Dufour 500 GL,243147.95200246497
Dufour 500 GL,243147.95200246497
Elan 450,202965.85289855435
Elan 450,202965.85289855435
Elan Impression 444,97850.989526597
Elan 444 Impression,107144.18657099846
Elan 444 Impression,107144.18657099846
Elan Impression 494,134661.63059104924
Elan 494 Impression,130175.81901574135
Elan Impression 494,134661.63059104924
Grand Soleil 39,176515.85931712226
Grand Soleil 39,176515.85931712226
Grand Soleil 39,176515.85931712226
Grand Soleil 47,374284.7925029198
Hallberg-Rassy 412,403840.13095683634
Hanse 415,132923.65962418134
Hanse 415,132923.65962418134
Hanse 415,132923.65962418134
Hanse 415,132923.65962418134
Hanse 415,132923.65962418134
Hanse 445,145641.19278589226
Hanse 445,145641.19278589226
Hanse 445,145641.19278589226
Hanse 445,145641.19278589226
Hanse 445,145641.19278589226
Hanse 445,145641.19278589226
Hanse 445,145641.19278589226
Hanse 495,216835.12391544116
Hanse 495,216835.12391544116
Hanse 505,224462.18733872348
Hanse 495,216835.12391544116
Hanse 575,350936.4439372853
Hanse 575,350936.4439372853
Hanse 575,350936.4439372853
Hunter 40,145710.4674774704
Hunter 40,145710.4674774704
Hunter M-H 40,138695.07695697242
Hunter 50 Center Cockpit,260158.51198405135
Jeanneau Sun Odyssey 41DS,175388.7271694318
Jeanneau Sun Odyssey 409,114529.07838379206
Jeanneau Sun Odyssey 409,114529.07838379206
Jeanneau Sun Odyssey 409,114529.07838379206
Jeanneau Sun Odyssey 40.9,102832.7231628771
Jeanneau Sun Odyssey 409,114529.07838379206
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 44 DS,201515.63418079226
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Nauticat 42,386846.3733682437
RM Yachts rm 12.60,249736.21021219535
RM Yachts rm 12.60,249736.21021219535
Rustler 42,384767.14607012103
Salona 38,110270.64984805798
Salona 38,110270.64984805798
Salona 42,156718.17966084028
Solaris 42,264462.48255479254
Solaris 44,375118.2924967299
Tofinou 12,179869.54155434816
Tofinou 12,179869.54155434816
Tofinou 16,399918.28583718627
Triplast Y 40,116902.03751071145
Triplast Y 40,116902.03751071145
Van De Stadt Norman 41,93038.59290288069
Wauquiez Opium 39,194918.99696176834
X-Yachts Xp 38,214685.92683964493
X-Yachts Xp 38,214685.92683964493
Bavaria 41 Cruiser,121741.25539569149
Bavaria 41 Cruiser,121741.25539569149
Bavaria 41 Cruiser,121741.25539569149
Bavaria 41 Cruiser,121741.25539569149
Bavaria 41 Cruiser,121741.25539569149
Bavaria 41 Cruiser,121741.25539569149
Bavaria 41 Cruiser,121741.25539569149
Bavaria 41 Cruiser,121741.25539569149
Bavaria 41 Cruiser,121741.25539569149
Bavaria 42 Vision,163975.2426939162
Bavaria 45 Cruiser,133096.03699267973
Bavaria Vision 46,204497.3529923024
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Vision 46,204497.3529923024
Bavaria Cruiser 46,133164.89303377052
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria 56 Cruiser,248507.72251595734
Bavaria 56 Cruiser,248507.72251595734
Bavaria 56 Cruiser,248507.72251595734
Beneteau Oceanis 38,118757.70482605793
Beneteau Oceanis 38,118757.70482605793
Beneteau Oceanis 41,142882.3653914601
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 48,189137.96521818318
Beneteau Oceanis 48,189137.96521818318
Beneteau Oceanis 48,189137.96521818318
Beneteau Sense 50,292989.59235095885
Beneteau Sense 50,292989.59235095885
Beneteau Sense 50,292989.59235095885
Beneteau Sense 50,292989.59235095885
Beneteau Oceanis 55,359746.1618869077
Beneteau Sense 55,289057.35677232733
Beneteau Oceanis 50,209996.58644227745
Bestevaer 49ST,748135.8044721611
Boreal 44,451056.6326636525
Catalina 445,225037.534714783
Catalina 445,225037.534714783
Dehler 37,88519.70006122156
Dehler 38 Competition,175539.06622310038
Dufour 410 GL,136444.14980107316
Dufour 410,118718.53103889264
Dufour 410,118718.53103889264
Dufour 410 GL,136444.14980107316
Dufour 450 GL,138601.16754983412
Dufour 450 Liberty version,149283.22298460247
Dufour 500 GL,243147.95200246497
Elan 394 Impression,79752.49892041227
Elan 444 Impression,107144.18657099846
Elan 494 Impression,130175.81901574135
Hanse 415,132923.65962418134
Hanse 415,132923.65962418134
Hanse 415,132923.65962418134
Hanse 445,145641.19278589226
Hanse 445,145641.19278589226
Hanse 445,145641.19278589226
Hanse 505,224462.18733872348
Hanse 505,224462.18733872348
Hanse 505,224462.18733872348
Jeanneau Sun Odyssey 409,114529.07838379206
Jeanneau Sun Odyssey 409,114529.07838379206
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 44 DS,201515.63418079226
Jeanneau Sun Odyssey 44 DS,201515.63418079226
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau Sun Odyssey 53,298887.14424236945
Jeanneau 53,224081.6136680687
Jeanneau Sun Odyssey 53,298887.14424236945
Moody 45 Classic,294787.9045181704
Passport Vista 545 Center Cockpit,766923.2327560377
RM Yachts 1260,250587.26820212352
Southerly 420,411327.03546392964
Southerly 535,746416.1149230124
Sunbeam 42.1,284845.89245971566
Van De Stadt Stainless Steel Cutter,355378.08940171706
Wauquiez Pilot Saloon 47,323336.9728310275
X-Yachts Xp 44,398045.88246322016
Bavaria 41 Cruiser,121741.25539569149
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Vision 46,204497.3529923024
Bavaria Vision 46,204497.3529923024
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria 56 Cruiser,248507.72251595734
Bavaria 56 Cruiser,248507.72251595734
Bavaria 56 Cruiser,248507.72251595734
Bavaria 56 Cruiser,248507.72251595734
Bavaria 56 Cruiser,248507.72251595734
Bavaria 56 Cruiser,248507.72251595734
Bavaria 56 Cruiser,248507.72251595734
Bavaria 56 Cruiser,248507.72251595734
Bavaria Cruiser 46,133164.89303377052
Beneteau Oceanis 38,118757.70482605793
Beneteau Oceanis 38,118757.70482605793
Beneteau Oceanis 38,118757.70482605793
Beneteau Oceanis 41,142882.3653914601
Beneteau Oceanis 41,142882.3653914601
Beneteau Oceanis 41,142882.3653914601
Beneteau Oceanis 41,142882.3653914601
Beneteau Oceanis 41,142882.3653914601
Beneteau Oceanis 41,142882.3653914601
Beneteau Oceanis 41,142882.3653914601
Beneteau Oceanis 41,142882.3653914601
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 48,189137.96521818318
Beneteau Oceanis 48,189137.96521818318
Beneteau Oceanis 48,189137.96521818318
Beneteau Oceanis 48,189137.96521818318
Beneteau Oceanis 48,189137.96521818318
Beneteau Oceanis 48,189137.96521818318
Beneteau Oceanis 48,189137.96521818318
Beneteau Sense 50,292989.59235095885
Beneteau Oceanis 55,359746.1618869077
Beneteau Oceanis 55,359746.1618869077
Beneteau Oceanis 55,359746.1618869077
Beneteau Oceanis 55,359746.1618869077
Beneteau Oceanis 55,359746.1618869077
Beneteau Oceanis 55,359746.1618869077
Beneteau Oceanis 55,359746.1618869077
Beneteau Oceanis 55,359746.1618869077
Beneteau Oceanis 55,359746.1618869077
Beneteau Oceanis 55,359746.1618869077
Beneteau Oceanis 55,359746.1618869077
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Catalina 385,176036.17848427207
Contest 42CS,466212.6198248232
Dehler Varianta 44,81168.18928216821
Dehler 46,265439.7682418462
Dufour 382 GL,94601.6192099863
Dufour 382 GL,94601.6192099863
Dufour 382 GL,94601.6192099863
Dufour 410 GL,136444.14980107316
Dufour 410 GL,136444.14980107316
Dufour 412,126823.01739386248
Dufour 410 GL,136444.14980107316
Dufour 450 GL,138601.16754983412
Dufour 450 GL,138601.16754983412
Dufour 460 GL,167847.07044432292
Dufour 500 GL,243147.95200246497
Dufour 500,154952.19662044587
Dufour 500,154952.19662044587
Dufour 500 GL,243147.95200246497
Elan 40 Impression,96918.6254603684
Elan Impression 40,136814.73339339142
Elan Impression 45,145528.5803329957
Elan 45 Impression,116017.72853372255
Elan 45 Impression,116017.72853372255
Elan 45 Impression,116017.72853372255
Elan 45 Impression,116017.72853372255
Elan 45 Impression,116017.72853372255
Elan 50 Impression,163262.6153114431
Elan Impression 50,162730.1630493816
Elan 50 Impression,163262.6153114431
Elan 50 Impression,163262.6153114431
Grand Soleil 46 LC,378718.2903922689
Grand Soleil 46 LC,378718.2903922689
Grand Soleil 54,458381.3436775905
Hallberg-Rassy 412,403840.13095683634
Hanse 385,149410.49383164497
Hanse 415,132923.65962418134
Hanse 415,132923.65962418134
Hanse 455,172214.51859929954
Hanse 455,172214.51859929954
Hanse 455,172214.51859929954
Hanse 455,172214.51859929954
Hanse 455,172214.51859929954
Hanse 455,172214.51859929954
Hanse 505,224462.18733872348
Hanse 505,224462.18733872348
Hanse 505,224462.18733872348
Hanse 505,224462.18733872348
Hanse 505,224462.18733872348
Jeanneau Sun Odyssey 409,114529.07838379206
Jeanneau Sun Odyssey 409,114529.07838379206
Jeanneau Sun Odyssey 409,114529.07838379206
Jeanneau Sun Odyessy 41DS,187626.54476647277
Jeanneau Sun Odyssey 409,114529.07838379206
Jeanneau Sun Odyssey 409,114529.07838379206
Jeanneau Sun Odyssey 409,114529.07838379206
Jeanneau Sun Odyssey 409,114529.07838379206
Jeanneau Sun Odyssey 409,114529.07838379206
Jeanneau Sun Odyssey 439,141261.23537776215
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau 469,224491.14399830077
Jeanneau Sun Odyssey 50 DS,222285.34356833628
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau 53,224081.6136680687
Jeanneau 53,224081.6136680687
Jeanneau Sun Odyssey 53,298887.14424236945
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 509,198905.47877854016
Jeanneau Sun Odyssey 509,198905.47877854016
Morris M42X,596891.1688249133
Oyster 475,564139.3400284245
Oyster 545,945295.4178582628
Passport 545 Aft Cockpit,671971.8189915691
Salona S41,172685.4953833082
Vismara V50 DS,501601.06005289895
X-Yachts Xc 38,262782.27558329515
X-Yachts Xp 44,398045.88246322016
Bavaria 41 Cruiser,121741.25539569149
Bavaria 41 Cruiser,121741.25539569149
Bavaria Cruiser 46,133164.89303377052
Bavaria Vision 46,204497.3529923024
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46,133164.89303377052
Bavaria Cruiser 46 Style,193734.13797586327
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria 51 Cruiser,165457.53016632478
Bavaria Cruiser 46,133164.89303377052
Beneteau Oceanis 38,118757.70482605793
Beneteau Oceanis 38,118757.70482605793
Beneteau Oceanis 38,118757.70482605793
Beneteau Oceanis 41,142882.3653914601
Beneteau Oceanis 41,142882.3653914601
Beneteau Oceanis 41,142882.3653914601
Beneteau Moorings 42.3,48482.01651047629
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 48,189137.96521818318
Beneteau Oceanis 48,189137.96521818318
Beneteau Oceanis 48,189137.96521818318
Beneteau Oceanis 48,189137.96521818318
Beneteau Oceanis 55,359746.1618869077
Beneteau Oceanis 55,359746.1618869077
Beneteau Moorings 43.5,54715.41863325181
Beneteau Oceanis 45,170301.9612072132
Beneteau Oceanis 45,170301.9612072132
Catalina 445,225037.534714783
Dehler 42,184680.21161525126
Dehler 42,184680.21161525126
Dufour 412,126823.01739386248
Dufour 412,126823.01739386248
Dufour 410 GL,136444.14980107316
Dufour 412 GL,119494.48668316647
Dufour 412,126823.01739386248
Dufour 412 GL,119494.48668316647
Dufour 412 GL,119494.48668316647
Dufour 412 GL,119494.48668316647
Dufour 460 GL,167847.07044432292
Dufour 460,158667.53044117795
Dufour 460 GL,167847.07044432292
Dufour 460 GL,167847.07044432292
Dufour 460 GL,167847.07044432292
Dufour 460,158667.53044117795
Dufour 460 GL,167847.07044432292
Dufour 460 GL,167847.07044432292
Dufour 460 GL,167847.07044432292
Dufour 460,158667.53044117795
Dufour 460,158667.53044117795
Dufour 460 GL,167847.07044432292
Dufour 460 GL,167847.07044432292
Dufour 460,158667.53044117795
Dufour 512 GL,256180.04892197976
Dufour 512 GL,256180.04892197976
Dufour 56 Exclusive,291930.99941665365
Elan Impression 40,136814.73339339142
Elan 40 Impression,96918.6254603684
Elan Impression 40,136814.73339339142
Elan Impression 45,145528.5803329957
Elan 45 Impression,116017.72853372255
Elan 45 Impression,116017.72853372255
Elan Impression 45,145528.5803329957
Grand Soleil 43 Maletto - GS 43,243986.4406892078
Grand Soleil 46 LC,378718.2903922689
Hanse 415,132923.65962418134
Hanse 415,132923.65962418134
Hanse 415,132923.65962418134
Hanse 455,172214.51859929954
Hanse 455,172214.51859929954
Hanse 505,224462.18733872348
Hanse 505,224462.18733872348
Hanse 505,224462.18733872348
Jeanneau Sun Odyssey 389,103820.32397513835
Jeanneau Sun Odyssey 389,103820.32397513835
Jeanneau Sun Odyssey 389,103820.32397513835
Jeanneau Sun Odyssey 389,103820.32397513835
Jeanneau Sun Odyssey 389,103820.32397513835
Jeanneau Sun Odyssey 41DS,175388.7271694318
Jeanneau Sun Odyssey 419,133168.38346514967
Jeanneau Sun Odyssey 419,133168.38346514967
Jeanneau Sun Odyssey 419,133168.38346514967
Jeanneau Sun Odyssey 44 DS,201515.63418079226
Jeanneau Sun Odyssey 44 DS,201515.63418079226
Jeanneau Sun Odyssey 449,136682.92684394948
Jeanneau Sun Odyssey 449,136682.92684394948
Jeanneau Sun Odyssey 449,136682.92684394948
Jeanneau Sun Odyssey 449,136682.92684394948
Jeanneau Sun Odyssey 479,158952.96639113533
Jeanneau Sun Odyssey 479,158952.96639113533
Jeanneau Sun Odyssey 469,155430.33953766627
Jeanneau Sun Odyssey 479,158952.96639113533
Jeanneau Sun Odyssey 479,158952.96639113533
Jeanneau Sun Odyssey 519,226030.51268048587
Jeanneau Sun Odyssey 519,226030.51268048587
