Type,Make,Variant,Length,GeoRegion,CRS,Price,Year
monohulled,Bavaria,Cruiser 46,46.0,Europe,Germany,210142,2015
monohulled,Bavaria,Cruiser 46,46.0,Europe,Greece,206498,2015
monohulled,Bavaria,Cruiser 46,46.0,Europe,Greece,182204,2015
monohulled,Bavaria,Cruiser 46,46.0,Caribbean,Mexico,250000,2015
monohulled,Bavaria,Vision 46,46.0,Europe,Spain,291601,2015
monohulled,Bavaria,Vision 46,46.0,Europe,Spain,291527,2015
monohulled,Bavaria,Cruiser 46,46.0,Europe,Spain,249013,2015
monohulled,Bavaria,Cruiser 46,46.0,Europe,Spain,212626,2015
monohulled,Bavaria,Cruiser 46,46.0,Europe,Spain,169936,2015
monohulled,Bavaria,51 Cruiser,49.0,Europe,Croatia,188278,2015
monohulled,Bavaria,51 Cruiser,49.0,Europe,Croatia,163984,2015
monohulled,Bavaria,51 Cruiser,49.0,Europe,Germany,276951,2015
monohulled,Bavaria,51 Cruiser,49.0,Europe,Greece,297601,2015
monohulled,Bavaria,51 Cruiser,49.0,Europe,Greece,255086,2015
monohulled,Bavaria,51 Cruiser,49.0,Europe,Greece,188285,2015
monohulled,Bavaria,51 Cruiser,49.0,Europe,Greece,180747,2015
monohulled,Bavaria,51 Cruiser,49.0,Europe,Greece,170057,2015
monohulled,Bavaria,51 Cruiser,49.0,Europe,Italy,236866,2015
monohulled,Bavaria,51 Cruiser,49.0,Europe,Italy,206498,2015
monohulled,Bavaria,51 Cruiser,49.0,Europe,Italy,182204,2015
monohulled,Bavaria,56 Cruiser,54.0,Europe,Croatia,308533,2015
monohulled,Bavaria,56 Cruiser,54.0,Europe,Croatia,278165,2015
monohulled,Bavaria,56 Cruiser,54.0,Europe,France,285454,2015
monohulled,Bavaria,56 Cruiser,54.0,Europe,Greece,302459,2015
monohulled,Bavaria,56 Cruiser,54.0,Europe,Greece,285454,2015
monohulled,Bavaria,56 Cruiser,54.0,Europe,Italy,364409,2015
monohulled,Bavaria,56 Cruiser,54.0,Europe,Italy,285454,2015
monohulled,Bavaria,56 Cruiser,54.0,Europe,Spain,334042,2015
monohulled,Bavaria,Cruiser 46,46.0,Caribbean,British Virgin Islands,198000,2015
monohulled,Beneteau,Oceanis 38,38.0,USA,California,210000,2015
monohulled,Beneteau,Oceanis 38,38.0,USA,California,189900,2015
monohulled,Beneteau,Oceanis 38,38.0,Europe,Italy,145801,2015
monohulled,Beneteau,Oceanis 41,40.0,Caribbean,British Virgin Islands,155000,2015
monohulled,Beneteau,Oceanis 41,40.0,Caribbean,British Virgin Islands,139000,2015
monohulled,Beneteau,Oceanis 41,40.0,USA,California,244900,2015
monohulled,Beneteau,Oceanis 41,40.0,Europe,Croatia,205284,2015
monohulled,Beneteau,Oceanis 41,40.0,USA,Maryland,230000,2015
monohulled,Beneteau,Oceanis 41,40.0,USA,New Jersey,239900,2015
monohulled,Beneteau,Oceanis 41,40.0,Europe,Spain,267233,2015
monohulled,Beneteau,Oceanis 41,40.0,USA,Virginia,219000,2015
monohulled,Beneteau,Oceanis 45,45.0,Caribbean,British Virgin Islands,172000,2015
monohulled,Beneteau,Oceanis 45,45.0,USA,California,309900,2015
monohulled,Beneteau,Oceanis 48,48.0,Europe,Croatia,233829,2015
monohulled,Beneteau,Oceanis 48,48.0,Europe,Croatia,224728,2015
monohulled,Beneteau,Oceanis 48,48.0,Europe,Croatia,217439,2015
monohulled,Beneteau,Oceanis 48,48.0,Europe,Croatia,180382,2015
monohulled,Beneteau,Oceanis 48,48.0,Europe,France,340115,2015
monohulled,Beneteau,Oceanis 48,48.0,Europe,Spain,206385,2015
monohulled,Beneteau,Oceanis 48,48.0,Europe,Spain,206377,2015
monohulled,Beneteau,Sense 50,49.0,USA,Texas,399900,2015
monohulled,Beneteau,Oceanis 55,55.0,USA,Connecticut,525000,2015
monohulled,Beneteau,Oceanis 55,55.0,USA,Florida,499000,2015
monohulled,Beneteau,Oceanis 55,55.0,Europe,France,576981,2015
monohulled,Beneteau,Oceanis 55,55.0,Europe,France,576981,2015
monohulled,Beneteau,Oceanis 55,55.0,Europe,France,545399,2015
monohulled,Beneteau,Oceanis 55,55.0,Europe,Italy,467658,2015
monohulled,Beneteau,Oceanis 55,55.0,Europe,Spain,472517,2015
monohulled,Beneteau,Oceanis 55,55.0,Europe,Spain,460370,2015
monohulled,Beneteau,Oceanis 55,55.0,Europe,Spain,455511,2015
monohulled,Beneteau,Oceanis 55,55.0,Europe,Spain,438332,2015
monohulled,Beneteau,Oceanis 55,55.0,Europe,United Kingdom,426342,2015
monohulled,Beneteau,Oceanis 45,45.0,Caribbean,Antigua and Barbuda,275000,2015
monohulled,Beneteau,Oceanis 45,45.0,Caribbean,British Virgin Islands,189000,2015
monohulled,Beneteau,Oceanis 45,45.0,Caribbean,British Virgin Islands,169000,2015
monohulled,Catalina,385,38.0,USA,California,249900,2015
monohulled,Contest,42CS,45.0,Europe,Netherlands,637741,2015
monohulled,Dehler,Varianta 44,44.0,Europe,Spain,108108,2015
monohulled,Dehler,46,47.0,Europe,Italy,363209,2015
monohulled,Dufour,382 GL,37.0,Caribbean,British Virgin Islands,130000,2015
monohulled,Dufour,382 GL,37.0,Caribbean,British Virgin Islands,129000,2015
monohulled,Dufour,382 GL,37.0,Caribbean,British Virgin Islands,119000,2015
monohulled,Dufour,410 GL,40.0,Europe,France,188926,2015
monohulled,Dufour,410 GL,40.0,Europe,Italy,188278,2015
monohulled,Dufour,412,40.0,Europe,Italy,163962,2015
monohulled,Dufour,410 GL,40.0,Europe,Spain,145622,2015
monohulled,Dufour,450 GL,44.0,Europe,France,168843,2015
monohulled,Dufour,450 GL,44.0,Europe,Turkey,193137,2015
monohulled,Dufour,460 GL,46.0,Europe,Croatia,188326,2015
monohulled,Dufour,500 GL,49.0,Europe,Norway,278177,2015
monohulled,Dufour,500,49.0,Europe,Spain,206385,2015
monohulled,Dufour,500,49.0,Europe,Spain,206377,2015
monohulled,Dufour,500 GL,49.0,Caribbean,Martinique,297709,2015
monohulled,Elan,40 Impression,39.0,Europe,Croatia,126328,2015
monohulled,Elan,Impression 40,39.0,Europe,Turkey,163984,2015
monohulled,Elan,Impression 45,44.0,Europe,Croatia,176131,2015
monohulled,Elan,45 Impression,44.0,Europe,Croatia,169865,2015
monohulled,Elan,45 Impression,44.0,Europe,Croatia,157911,2015
monohulled,Elan,45 Impression,44.0,Europe,Croatia,151837,2015
monohulled,Elan,45 Impression,44.0,Europe,Croatia,145764,2015
monohulled,Elan,45 Impression,44.0,Europe,Greece,170057,2015
monohulled,Elan,50 Impression,50.0,Europe,Croatia,218616,2015
monohulled,Elan,Impression 50,50.0,Europe,Croatia,212572,2015
monohulled,Elan,50 Impression,50.0,Europe,Croatia,194325,2015
monohulled,Elan,50 Impression,50.0,Europe,Greece,242939,2015
monohulled,Grand Soleil,46 LC,47.0,Europe,Italy,508978,2015
monohulled,Grand Soleil,46 LC,47.0,Europe,Spain,522319,2015
monohulled,Grand Soleil,54,53.0,Europe,Italy,601275,2015
monohulled,Hallberg-Rassy,412,41.0,Europe,Sweden,593119,2015
monohulled,Hanse,385,37.0,USA,California,199000,2015
monohulled,Hanse,415,40.0,Europe,Croatia,126571,2015
monohulled,Hanse,415,40.0,Europe,Germany,166413,2015
monohulled,Hanse,455,44.0,Caribbean,British Virgin Islands,279900,2015
monohulled,Hanse,455,44.0,Caribbean,British Virgin Islands,279000,2015
monohulled,Hanse,455,44.0,Europe,Croatia,166413,2015
monohulled,Hanse,455,44.0,Europe,Croatia,174892,2015
monohulled,Hanse,455,44.0,Europe,Croatia,163962,2015
monohulled,Hanse,455,44.0,Europe,Cyprus,278735,2015
monohulled,Hanse,505,50.0,Europe,Croatia,229092,2015
monohulled,Hanse,505,50.0,Europe,Croatia,227117,2015
monohulled,Hanse,505,50.0,Europe,Croatia,212572,2015
monohulled,Hanse,505,50.0,Europe,Greece,327968,2015
monohulled,Hanse,505,50.0,Europe,Spain,425144,2015
monohulled,Jeanneau,Sun Odyssey 409,40.0,Europe,Croatia,145801,2015
monohulled,Jeanneau,Sun Odyssey 409,40.0,Europe,Croatia,145156,2015
monohulled,Jeanneau,Sun Odyssey 409,40.0,Europe,Croatia,139671,2015
monohulled,Jeanneau,Sun Odyessy 41DS,40.0,USA,Florida,249900,2015
monohulled,Jeanneau,Sun Odyssey 409,40.0,Europe,Greece,163984,2015
monohulled,Jeanneau,Sun Odyssey 409,40.0,Caribbean,Saint Lucia,135000,2015
monohulled,Jeanneau,Sun Odyssey 409,40.0,Europe,Spain,144549,2015
monohulled,Jeanneau,Sun Odyssey 409,40.0,Europe,Spain,139726,2015
monohulled,Jeanneau,Sun Odyssey 409,40.0,Europe,United Kingdom,210526,2015
monohulled,Jeanneau,Sun Odyssey 439,43.0,Europe,France,217401,2015
monohulled,Jeanneau,Sun Odyssey 469,46.0,Europe,Greece,212572,2015
monohulled,Jeanneau,Sun Odyssey 469,46.0,Europe,Spain,210142,2015
monohulled,Jeanneau,469,47.0,USA,Florida,299000,2015
monohulled,Jeanneau,Sun Odyssey 50 DS,49.0,Europe,Spain,239817,2015
monohulled,Jeanneau,Sun Odyssey 509,50.0,Caribbean,British Virgin Islands,209000,2015
monohulled,Jeanneau,Sun Odyssey 509,50.0,Europe,Croatia,224719,2015
monohulled,Jeanneau,Sun Odyssey 509,50.0,Europe,Croatia,218038,2015
monohulled,Jeanneau,Sun Odyssey 509,50.0,Europe,Croatia,217431,2015
monohulled,Jeanneau,Sun Odyssey 509,50.0,USA,Florida,350000,2015
monohulled,Jeanneau,Sun Odyssey 509,50.0,Europe,Greece,267233,2015
monohulled,Jeanneau,Sun Odyssey 509,50.0,Europe,Greece,241725,2015
monohulled,Jeanneau,Sun Odyssey 509,50.0,Europe,Greece,236866,2015
monohulled,Jeanneau,Sun Odyssey 509,50.0,Europe,Greece,217431,2015
monohulled,Jeanneau,Sun Odyssey 509,50.0,Europe,Greece,209900,2015
monohulled,Jeanneau,53,53.0,Europe,Italy,370482,2015
monohulled,Jeanneau,53,53.0,Europe,Italy,249023,2015
monohulled,Jeanneau,Sun Odyssey 53,53.0,USA,Washington,389500,2015
monohulled,Jeanneau,Sun Odyssey 469,46.0,Caribbean,Antigua and Barbuda,182271,2015
monohulled,Jeanneau,Sun Odyssey 469,46.0,Caribbean,Sint Maarten (Dutch part),295000,2015
monohulled,Jeanneau,Sun Odyssey 509,50.0,Caribbean,British Virgin Islands,199000,2015
monohulled,Jeanneau,Sun Odyssey 509,50.0,Caribbean,British Virgin Islands,189000,2015
monohulled,Morris,M42X,42.0,USA,Maine,795000,2015
monohulled,Oyster,475,48.0,USA,Rhode Island,799000,2015
monohulled,Oyster,545,54.0,Europe,United Kingdom,1259040,2015
monohulled,Passport,545 Aft Cockpit,54.0,USA,Maryland,895000,2015
monohulled,Salona,S41,41.0,USA,Florida,230000,2015
monohulled,Vismara,V50 DS,50.0,Europe,Italy,668083,2015
monohulled,X-Yachts,Xc 38,38.0,USA,California,350000,2015
monohulled,X-Yachts,Xp 44,44.0,Europe,Malta,516246,2015
monohulled,Bavaria,41 Cruiser,40.0,Europe,Germany,180990,2016
monohulled,Bavaria,41 Cruiser,40.0,Europe,Spain,205256,2016
monohulled,Bavaria,Cruiser 46,46.0,Europe,Croatia,212626,2016
monohulled,Bavaria,Vision 46,46.0,Europe,Greece,334126,2016
monohulled,Bavaria,Cruiser 46,46.0,Europe,Greece,155660,2016
monohulled,Bavaria,Cruiser 46,46.0,Europe,Italy,210142,2016
monohulled,Bavaria,Cruiser 46 Style,46.0,Europe,United Kingdom,279720,2016
monohulled,Bavaria,51 Cruiser,49.0,Europe,Croatia,242939,2016
monohulled,Bavaria,51 Cruiser,49.0,Europe,Germany,298815,2016
monohulled,Bavaria,51 Cruiser,49.0,Europe,Italy,224719,2016
monohulled,Bavaria,51 Cruiser,49.0,Europe,Spain,255086,2016
monohulled,Bavaria,Cruiser 46,46.0,Caribbean,British Virgin Islands,234000,2016
monohulled,Beneteau,Oceanis 38,38.0,Caribbean,British Virgin Islands,119000,2016
monohulled,Beneteau,Oceanis 38,38.0,Caribbean,British Virgin Islands,115000,2016
monohulled,Beneteau,Oceanis 38,38.0,USA,California,199000,2016
monohulled,Beneteau,Oceanis 41,40.0,Caribbean,British Virgin Islands,159000,2016
monohulled,Beneteau,Oceanis 41,40.0,Caribbean,British Virgin Islands,149000,2016
monohulled,Beneteau,Oceanis 41,40.0,Caribbean,Martinique,253837,2016
monohulled,Beneteau,Moorings 42.3,42.0,Caribbean,British Virgin Islands,70000,2016
monohulled,Beneteau,Oceanis 45,45.0,Caribbean,British Virgin Islands,199000,2016
monohulled,Beneteau,Oceanis 45,45.0,Caribbean,British Virgin Islands,159000,2016
monohulled,Beneteau,Oceanis 45,45.0,Europe,Croatia,255052,2016
monohulled,Beneteau,Oceanis 45,45.0,Europe,Greece,206308,2016
monohulled,Beneteau,Oceanis 45,45.0,Caribbean,Martinique,321895,2016
monohulled,Beneteau,Oceanis 48,48.0,USA,California,389000,2016
monohulled,Beneteau,Oceanis 48,48.0,USA,Texas,375000,2016
monohulled,Beneteau,Oceanis 48,48.0,Europe,Turkey,340115,2016
monohulled,Beneteau,Oceanis 48,48.0,USA,Virginia,397500,2016
monohulled,Beneteau,Oceanis 55,55.0,Europe,Greece,504099,2016
monohulled,Beneteau,Oceanis 55,55.0,Europe,Turkey,479805,2016
monohulled,Beneteau,Moorings 43.5,44.0,Caribbean,British Virgin Islands,79000,2016
monohulled,Beneteau,Oceanis 45,45.0,Caribbean,British Virgin Islands,194000,2016
monohulled,Beneteau,Oceanis 45,45.0,Caribbean,British Virgin Islands,160000,2016
monohulled,Catalina,445,44.0,USA,Virginia,329500,2016
monohulled,Dehler,42,42.0,Europe,Germany,255086,2016
monohulled,Dehler,42,42.0,Europe,Germany,241692,2016
monohulled,Dufour,412,40.0,Caribbean,British Virgin Islands,169000,2016
monohulled,Dufour,412,40.0,Caribbean,British Virgin Islands,159000,2016
monohulled,Dufour,410 GL,40.0,Europe,Croatia,139690,2016
monohulled,Dufour,412 GL,40.0,Europe,France,168843,2016
monohulled,Dufour,412,40.0,Europe,Italy,202827,2016
monohulled,Dufour,412 GL,40.0,Europe,Italy,163984,2016
monohulled,Dufour,412 GL,40.0,Europe,Malta,167605,2016
monohulled,Dufour,412 GL,40.0,Caribbean,Puerto Rico,199900,2016
monohulled,Dufour,460 GL,46.0,Europe,Croatia,241786,2016
monohulled,Dufour,460,46.0,Europe,Croatia,204121,2016
monohulled,Dufour,460 GL,46.0,Europe,Croatia,204069,2016
monohulled,Dufour,460 GL,46.0,Europe,Croatia,194401,2016
monohulled,Dufour,460 GL,46.0,Europe,Croatia,188278,2016
monohulled,Dufour,460,46.0,Europe,Croatia,172531,2016
monohulled,Dufour,460 GL,46.0,Europe,France,279380,2016
monohulled,Dufour,460 GL,46.0,Europe,Italy,217486,2016
monohulled,Dufour,460 GL,46.0,Europe,Italy,211965,2016
monohulled,Dufour,460,46.0,Europe,Italy,208720,2016
monohulled,Dufour,460,46.0,Europe,Italy,207713,2016
monohulled,Dufour,460 GL,46.0,Europe,Spain,291527,2016
monohulled,Dufour,460 GL,46.0,Europe,Spain,206429,2016
monohulled,Dufour,460,46.0,Europe,Spain,206377,2016
monohulled,Dufour,512 GL,50.0,Europe,Italy,267233,2016
monohulled,Dufour,512 GL,50.0,Europe,Spain,376556,2016
monohulled,Dufour,56 Exclusive,56.0,Europe,Italy,421500,2016
monohulled,Elan,Impression 40,39.0,Europe,Croatia,151837,2016
monohulled,Elan,40 Impression,39.0,Europe,Croatia,144586,2016
monohulled,Elan,Impression 40,39.0,USA,Georgia,275000,2016
monohulled,Elan,Impression 45,44.0,Europe,Croatia,182204,2016
monohulled,Elan,45 Impression,44.0,Europe,Croatia,163984,2016
monohulled,Elan,45 Impression,44.0,Europe,Croatia,154266,2016
monohulled,Elan,Impression 45,44.0,Europe,Turkey,217431,2016
monohulled,Grand Soleil,43 Maletto - GS 43,43.0,Europe,Italy,352276,2016
monohulled,Grand Soleil,46 LC,47.0,Europe,Italy,522452,2016
monohulled,Hanse,415,40.0,Caribbean,British Virgin Islands,204500,2016
monohulled,Hanse,415,40.0,Europe,Croatia,206551,2016
monohulled,Hanse,415,40.0,Europe,United Kingdom,239849,2016
monohulled,Hanse,455,44.0,Europe,Italy,340115,2016
monohulled,Hanse,455,44.0,Europe,Italy,297601,2016
monohulled,Hanse,505,50.0,Europe,Croatia,264768,2016
monohulled,Hanse,505,50.0,Europe,France,412941,2016
monohulled,Hanse,505,50.0,Europe,Italy,321895,2016
monohulled,Jeanneau,Sun Odyssey 389,38.0,Europe,Croatia,132402,2016
monohulled,Jeanneau,Sun Odyssey 389,38.0,USA,Florida,165000,2016
monohulled,Jeanneau,Sun Odyssey 389,38.0,USA,Florida,155000,2016
monohulled,Jeanneau,Sun Odyssey 389,38.0,Europe,France,182192,2016
monohulled,Jeanneau,Sun Odyssey 389,38.0,Europe,Germany,155481,2016
monohulled,Jeanneau,Sun Odyssey 41DS,40.0,Europe,United Kingdom,239849,2016
monohulled,Jeanneau,Sun Odyssey 419,41.0,Europe,France,205284,2016
monohulled,Jeanneau,Sun Odyssey 419,41.0,USA,New York,220000,2016
monohulled,Jeanneau,Sun Odyssey 419,41.0,Europe,Turkey,199889,2016
monohulled,Jeanneau,Sun Odyssey 44 DS,44.0,Europe,Spain,261160,2016
monohulled,Jeanneau,Sun Odyssey 44 DS,44.0,Europe,United Kingdom,293043,2016
monohulled,Jeanneau,Sun Odyssey 449,45.0,Europe,Croatia,206498,2016
monohulled,Jeanneau,Sun Odyssey 449,45.0,Europe,France,230792,2016
monohulled,Jeanneau,Sun Odyssey 449,45.0,Europe,France,224785,2016
monohulled,Jeanneau,Sun Odyssey 449,45.0,Europe,United Kingdom,261122,2016
monohulled,Jeanneau,Sun Odyssey 479,46.0,Caribbean,British Virgin Islands,189000,2016
monohulled,Jeanneau,Sun Odyssey 479,46.0,Caribbean,British Virgin Islands,184999,2016
monohulled,Jeanneau,Sun Odyssey 469,46.0,Caribbean,British Virgin Islands,45000,2016
monohulled,Jeanneau,Sun Odyssey 479,46.0,Europe,Greece,267233,2016
monohulled,Jeanneau,Sun Odyssey 479,46.0,Europe,Greece,224719,2016
monohulled,Jeanneau,Sun Odyssey 519,51.0,Europe,Croatia,285454,2016
monohulled,Jeanneau,Sun Odyssey 519,51.0,Europe,Croatia,279137,2016
monohulled,Jeanneau,Sun Odyssey 519,51.0,Europe,Greece,363194,2016
monohulled,Jeanneau,Sun Odyssey 54 DS,55.0,Caribbean,Puerto Rico,629000,2016
monohulled,Jeanneau,Sun Odyssey 54 DS,55.0,USA,Rhode Island,600000,2016
monohulled,Jeanneau,Sun Odyssey 54 DS,55.0,USA,Washington,599999,2016
monohulled,Jeanneau,Sun Odyssey 479,46.0,Caribbean,British Virgin Islands,199000,2016
monohulled,Jeanneau,Sun Odyssey 519,51.0,Caribbean,British Virgin Islands,259000,2016
monohulled,Maxi,1200,40.0,Europe,Italy,267233,2016
monohulled,Moody,54,54.0,USA,California,919000,2016
monohulled,Nautor,Swan ClubSwan 50,50.0,Europe,Italy,1214531,2016
monohulled,Nautor,Swan 54,54.0,Europe,France,1579105,2016
monohulled,Vismara,V50 Mills,50.0,Europe,Italy,753112,2016
monohulled,Wauquiez,Pilot Saloon 48,48.0,Europe,United Kingdom,757770,2016
monohulled,X-Yachts,Xp 44,44.0,USA,Connecticut,575000,2016
monohulled,X-Yachts,XP50,50.0,Europe,Spain,734921,2016
monohulled,Alubat,Ovni 395,41.0,Europe,France,412941,2017
monohulled,Azuree,46,46.0,Europe,Spain,479927,2017
monohulled,Bavaria,41 Cruiser,40.0,Europe,Croatia,225722,2017
monohulled,Bavaria,41 Cruiser,40.0,Europe,Croatia,217127,2017
monohulled,Bavaria,41 Cruiser,40.0,Europe,Croatia,164026,2017
monohulled,Bavaria,41 Cruiser,40.0,Europe,Croatia,163984,2017
monohulled,Bavaria,41 Cruiser,40.0,Europe,Germany,185849,2017
monohulled,Bavaria,Cruiser 46,46.0,Europe,Croatia,210142,2017
monohulled,Bavaria,Cruiser 46,46.0,Europe,Croatia,200425,2017
monohulled,Bavaria,Cruiser 46,46.0,Europe,Germany,202101,2017
monohulled,Bavaria,Cruiser 46,46.0,Europe,Greece,211965,2017
monohulled,Bavaria,Cruiser 46,46.0,Europe,Greece,211357,2017
monohulled,Bavaria,Cruiser 46,46.0,Europe,Greece,200425,2017
monohulled,Bavaria,Cruiser 46,46.0,Europe,Greece,161596,2017
monohulled,Bavaria,Cruiser 46S,46.0,Europe,United Kingdom,299705,2017
monohulled,Bavaria,51 Cruiser,49.0,Europe,Croatia,350744,2017
monohulled,Bavaria,51 Cruiser,49.0,Europe,Croatia,342393,2017
monohulled,Bavaria,51 Cruiser,49.0,Europe,Croatia,255086,2017
monohulled,Bavaria,51 Cruiser,49.0,Europe,Italy,236866,2017
monohulled,Bavaria,51 Cruiser Style,49.0,Europe,Spain,326418,2017
monohulled,Bavaria,56 Cruiser,54.0,Europe,Monaco,734791,2017
monohulled,Beneteau,Oceanis 38,37.0,USA,California,205000,2017
monohulled,Beneteau,Oceanis 38,38.0,Caribbean,British Virgin Islands,159000,2017
monohulled,Beneteau,Oceanis 38,38.0,Caribbean,British Virgin Islands,139000,2017
monohulled,Beneteau,Oceanis 38,38.0,USA,California,220000,2017
monohulled,Beneteau,Oceanis 38,38.0,USA,South Carolina,199900,2017
monohulled,Beneteau,Oceanis 38.1,38.0,Europe,United Kingdom,193179,2017
monohulled,Beneteau,Oceanis 41,40.0,Caribbean,British Virgin Islands,159995,2017
monohulled,Beneteau,41.1,40.0,Europe,Croatia,156675,2017
monohulled,Beneteau,Oceanis 41.1,40.0,USA,Louisiana,274000,2017
monohulled,Beneteau,Oceanis 45,45.0,Europe,Croatia,285526,2017
monohulled,Beneteau,Oceanis 45,45.0,Europe,Croatia,241786,2017
monohulled,Beneteau,Oceanis 45,45.0,Europe,Italy,278165,2017
monohulled,Beneteau,Oceanis 45,45.0,Europe,Portugal,193137,2017
monohulled,Beneteau,Oceanis 45,45.0,Europe,Spain,182251,2017
monohulled,Beneteau,Oceanis 45,45.0,USA,Washington,349000,2017
monohulled,Beneteau,Oceanis 48,48.0,Europe,Croatia,290324,2017
monohulled,Beneteau,Oceanis 55,55.0,Europe,Italy,484664,2017
monohulled,Beneteau,Oceanis 45,45.0,Caribbean,Martinique,322012,2017
monohulled,Beneteau,Oceanis 48,48.0,Caribbean,British Virgin Islands,289000,2017
monohulled,Boreal,47,47.0,Europe,France,719100,2017
monohulled,B-Yachts,Brenta B42,42.0,Europe,Spain,546613,2017
monohulled,Catalina,425,43.0,USA,Virginia,315000,2017
monohulled,Contest,42CS,45.0,Europe,Netherlands,728846,2017
monohulled,Dehler,46,47.0,USA,Washington,419000,2017
monohulled,Dufour,460 GL,46.0,Europe,Croatia,230792,2017
monohulled,Dufour,460 Performance,46.0,Europe,Croatia,218524,2017
monohulled,Dufour,460 GL,46.0,Europe,Greece,243001,2017
monohulled,Dufour,460 GL,46.0,Europe,Hungary,364409,2017
monohulled,Dufour,460,46.0,Europe,Italy,264804,2017
monohulled,Dufour,460 GL,46.0,Europe,Spain,291527,2017
monohulled,Dufour,512 GL,50.0,Europe,Croatia,518432,2017
monohulled,Elan,Impression 40,39.0,Europe,Croatia,206490,2017
monohulled,Elan,40 Impression,39.0,Europe,Croatia,157668,2017
monohulled,Elan,40 E5,39.0,Europe,Italy,206551,2017
monohulled,Elan,45 Impression,44.0,Europe,Croatia,194108,2017
monohulled,Elan,Impression 45,44.0,Europe,Croatia,176131,2017
monohulled,Elan,45 Impression,44.0,Europe,Croatia,169865,2017
monohulled,Elan,Impression 45,44.0,Europe,Slovenia,216216,2017
monohulled,Elan,Impression 50,50.0,Europe,Croatia,273270,2017
monohulled,Elan,50,50.0,Europe,Croatia,270877,2017
monohulled,Elan,50 Impression,50.0,Europe,Croatia,265982,2017
monohulled,Elan,Impression 50,50.0,Europe,Croatia,261124,2017
monohulled,Elan,50 Impression,50.0,Europe,Croatia,257481,2017
monohulled,Elan,Impression 50,50.0,Europe,Croatia,255052,2017
monohulled,Grand Soleil,43 Maletto,43.0,Europe,Italy,370482,2017
monohulled,Hallberg-Rassy,44,47.0,Europe,Turkey,722928,2017
monohulled,Hanse,415,40.0,Caribbean,British Virgin Islands,189000,2017
monohulled,Hanse,455,44.0,Europe,Croatia,317296,2017
monohulled,Hanse,455,44.0,Europe,Croatia,300637,2017
monohulled,Hanse,455,44.0,Europe,Croatia,265982,2017
monohulled,Hanse,455,44.0,Europe,Croatia,253837,2017
monohulled,Hanse,455,44.0,Europe,Croatia,245335,2017
monohulled,Hanse,455,44.0,Europe,Croatia,245335,2017
monohulled,Hanse,455,44.0,Europe,Croatia,218616,2017
monohulled,Hanse,455,44.0,Europe,Croatia,217401,2017
monohulled,Hanse,455,44.0,Europe,Croatia,200484,2017
monohulled,Hanse,455,44.0,Europe,Ireland,338900,2017
monohulled,Hanse,455,44.0,USA,Maryland,329500,2017
monohulled,Hanse,455,44.0,Europe,Spain,321895,2017
monohulled,Hanse,455,44.0,Europe,Spain,297560,2017
monohulled,Hanse,455,44.0,Europe,Turkey,291487,2017
monohulled,Hanse,505,50.0,Europe,Croatia,334042,2017
monohulled,Hanse,505,50.0,Europe,Greece,321895,2017
monohulled,Hanse,505,50.0,Europe,Spain,327362,2017
monohulled,Hanse,588,56.0,Europe,Malta,722646,2017
monohulled,Jeanneau,Sun Odyssey 389,38.0,Europe,France,191922,2017
monohulled,Jeanneau,Sun Odyssey 389,39.0,Caribbean,British Virgin Islands,139000,2017
monohulled,Jeanneau,Sun Odyssey 419,41.0,Europe,Italy,180990,2017
monohulled,Jeanneau,Sun Odyssey 419,41.0,USA,Texas,259000,2017
monohulled,Jeanneau,Sun Odyssey 419,41.0,Europe,United Kingdom,226487,2017
monohulled,Jeanneau,Sun Odyssey 449,45.0,Europe,Croatia,205822,2017
monohulled,Jeanneau,Sun Odyssey 449,45.0,Europe,Croatia,205770,2017
monohulled,Jeanneau,Sun Odyssey 449,45.0,USA,Florida,199000,2017
monohulled,Jeanneau,Sun Odyssey 479,46.0,Europe,Croatia,334055,2017
monohulled,Jeanneau,Sun Odyssey 479,46.0,Europe,Croatia,297601,2017
monohulled,Jeanneau,51,51.0,Europe,France,406923,2017
monohulled,Jeanneau,Sun Odyssey 519,51.0,Europe,France,360765,2017
monohulled,Jeanneau,Sun Odyssey 519,51.0,Europe,Greece,354691,2017
monohulled,Jeanneau,51,51.0,Europe,Italy,499619,2017
monohulled,Jeanneau,Sun Odyssey 519,51.0,Europe,Spain,253872,2017
monohulled,Jeanneau,51,51.0,Europe,United Kingdom,433003,2017
monohulled,Jeanneau,Sun Odyssey 519,51.0,USA,Virginia,450000,2017
monohulled,Jeanneau,Sun Odyssey 54 DS,55.0,Caribbean,British Virgin Islands,618000,2017
monohulled,Jeanneau,Sun Odyssey 54 DS,55.0,USA,Maryland,579000,2017
monohulled,Jeanneau,Sun Odyssey 54 DS,55.0,Europe,Spain,501081,2017
monohulled,Jeanneau,Sun Odyssey 54 DS,55.0,Europe,United Kingdom,599687,2017
monohulled,Jeanneau,Sun Odyssey 54 DS,55.0,Europe,United Kingdom,512942,2017
monohulled,Jeanneau,Sun Odyssey 519,51.0,Caribbean,Grenada,420000,2017
monohulled,Najad,505,50.0,Europe,Croatia,761701,2017
monohulled,Nautor,Swan 50,50.0,Europe,France,1311872,2017
monohulled,Oyster,475,48.0,USA,South Carolina,849000,2017
monohulled,Solaris,50,50.0,Europe,Italy,886728,2017
monohulled,Tartan,4300,43.0,USA,Florida,485000,2017
