Make,Variant,Length,GeoRegion,CRS,Price,Year
Lagoon,40,38.5,Europe,Croatia,431217,2018
Lagoon,40,38.5,Europe,Spain,411782,2018
Lagoon,40,38.5,Europe,Spain,411055,2018
Lagoon,40,38.5,Europe,Spain,385427,2018
Leopard,40,39.0,Caribbean,U.S. Virgin Islands,489000,2018
Fountaine Pajot,Lucia 40,39.0,Europe,Spain,457738,2018
Fountaine Pajot,Lucia 40,39.0,Europe,Spain,449087,2018
Fountaine Pajot,Lucia 40,39.0,Europe,Greece,398929,2018
Lagoon,400,39.0,Europe,Italy,364359,2018
Lagoon,400,39.0,Europe,Italy,363765,2018
Nautitech,40 Open,39.5,Caribbean,Martinique,455529,2018
Nautitech,40 Open,39.5,Caribbean,Martinique,454706,2018
Nautitech,40 Open,39.5,Europe,France,449438,2018
Nautitech,40 Open,39.5,Europe,Turkey,449087,2018
Nautitech,40 Open,39.5,Europe,France,449087,2018
Nautitech,40,39.5,Europe,France,443019,2018
Bali,4.0,40.0,Europe,Italy,316163,2018
Bali,4.0,40.0,USA,Florida,449000,2018
Bali,4.1,41.0,Europe,Italy,497958,2018
Bali,4.1,41.0,Europe,Italy,497146,2018
Bali,4.1,41.0,Europe,Spain,424393,2018
Bali,4.1,41.0,Europe,Greece,406606,2018
Bali,4.1,41.0,Europe,Croatia,387664,2018
Seawind,1260,41.0,USA,Florida,595000,2018
Seawind,1260,41.0,USA,Florida,595000,2018
Lagoon,42,42.5,Caribbean,Martinique,522848,2018
Lagoon,42,42.5,Caribbean,Martinique,522248,2018
Lagoon,42,42.5,Caribbean,Martinique,485155,2018
Lagoon,42 Owners Version,42.5,Caribbean,Martinique,484286,2018
Lagoon,42,42.5,Europe,Spain,557060,2018
Lagoon,42,42.5,Europe,Spain,556076,2018
Lagoon,42,42.5,Europe,Greece,540119,2018
Lagoon,42,42.5,Europe,Croatia,516246,2018
Lagoon,42,42.5,Europe,Croatia,515844,2018
Lagoon,42,42.5,Europe,Croatia,515334,2018
Lagoon,42,42.5,Europe,Greece,509775,2018
Lagoon,42,42.5,Europe,Greece,480291,2018
Lagoon,42,42.5,Europe,Greece,479431,2018
Lagoon,42,42.5,Europe,France,460836,2018
Lagoon,42,42.5,Europe,France,460370,2018
Lagoon,42,42.5,Europe,Greece,449087,2018
Bali,4.3,43.0,Europe,Italy,547167,2018
Bali,4.3,43.0,Europe,Italy,546613,2018
Bali,4.3 LOFT,43.0,USA,Maryland,549000,2018
Antares,44GS,44.0,USA,California,910000,2018
Nautitech,46 Open,45.0,Europe,Croatia,775274,2018
Nautitech,46 Fly,45.0,Europe,Greece,656646,2018
Nautitech,46 Open,45.0,Europe,Spain,613367,2018
Nautitech,46 Open,45.0,Europe,France,547205,2018
Nautitech,46 Open,45.0,Europe,Greece,535045,2018
Fountaine Pajot,Saona 47,45.7,Europe,Turkey,789553,2018
Fountaine Pajot,Saona 47,45.7,Europe,Turkey,788158,2018
Fountaine Pajot,Saona 47,45.7,Europe,Greece,778247,2018
Fountaine Pajot,Saona 47,45.7,Europe,Greece,778247,2018
Fountaine Pajot,Saona 47,45.7,Europe,Greece,778247,2018
Fountaine Pajot,Saona 47,45.7,Europe,Greece,777300,2018
Fountaine Pajot,Saona 47,45.7,USA,Florida,828000,2018
Fountaine Pajot,Saona 47,45.7,USA,Florida,828000,2018
Lagoon,450F,45.8,Caribbean,Dominican Republic,619012,2018
Lagoon,450F,45.8,Caribbean,Antigua and Barbuda,575000,2018
Lagoon,450,45.8,Caribbean,British Virgin Islands,549000,2018
Lagoon,450S,45.8,Caribbean,Puerto Rico,545000,2018
Lagoon,450F,45.8,Europe,Greece,601275,2018
Lagoon,450,45.8,Europe,Greece,601193,2018
Lagoon,450,45.8,Europe,Greece,600212,2018
Lagoon,450,45.8,Europe,Greece,600212,2018
Lagoon,450F,45.8,Europe,Croatia,577127,2018
Lagoon,450F,45.8,Europe,Croatia,575961,2018
Lagoon,450F,45.8,Europe,Croatia,546539,2018
Lagoon,450F,45.8,Europe,Croatia,545648,2018
Lagoon,450F,45.8,Europe,Italy,535008,2018
Lagoon,450F,45.8,Europe,Italy,522319,2018
Lagoon,450F,45.8,Europe,Italy,521397,2018
Lagoon,450,45.8,Europe,Greece,516176,2018
Lagoon,450,45.8,Europe,Greece,515334,2018
Lagoon,450S,45.8,USA,Florida,649900,2018
Lagoon,450S,45.8,USA,Florida,649900,2018
Lagoon,50,48.0,Europe,Italy,874616,2018
Lagoon,50,48.0,Europe,Italy,873900,2018
Lagoon,50,48.0,Europe,Greece,788937,2018
Chris White,Atlantic 49MF,48.7,USA,Florida,990000,2018
Fountaine Pajot,SABA 50,49.0,Europe,Croatia,934587,2018
Fountaine Pajot,SABA 50,49.0,Europe,Croatia,934587,2018
Fountaine Pajot,SABA 50,49.0,Europe,Italy,910312,2018
Fountaine Pajot,SABA 50,49.0,Europe,Italy,910312,2018
Lagoon,52 Sport,52.0,Caribbean,Mexico,1273178,2018
Lagoon,52F,52.0,Caribbean,U.S. Virgin Islands,1260030,2018
Lagoon,52 Sport,52.0,Caribbean,Mexico,1075000,2018
HH Catamarans,HH55 Catamaran,55.0,USA,Rhode Island,2890000,2018
Lagoon,380,38.0,Caribbean,Martinique,302570,2019
Lagoon,380,38.0,Caribbean,Martinique,302224,2019
Lagoon,380,38.0,Caribbean,Martinique,301925,2019
Lagoon,40,38.5,Europe,Sweden,474302,2019
Lagoon,40,38.5,Europe,Sweden,474278,2019
Lagoon,40,38.5,Europe,Croatia,468132,2019
Lagoon,40,38.5,Europe,Croatia,467658,2019
Lagoon,40,38.5,Europe,France,460836,2019
Lagoon,40,38.5,Europe,France,455973,2019
Lagoon,40,38.5,Europe,Croatia,419070,2019
Lagoon,40,38.5,Europe,Croatia,418744,2019
Lagoon,400,39.0,Caribbean,British Virgin Islands,486056,2019
Lagoon,400,39.0,Caribbean,British Virgin Islands,485500,2019
Fountaine Pajot,Lucia 40,39.0,Europe,France,455511,2019
Fountaine Pajot,Astrea 42,41.0,Europe,Spain,697906,2019
Bali,4.1,41.0,Europe,Italy,510103,2019
Bali,4.1,41.0,Europe,Italy,509271,2019
Bali,4.1,41.0,Europe,France,484598,2019
Bali,4.1,41.0,Europe,France,483808,2019
Bali,4.1,41.0,Europe,Croatia,480324,2019
Bali,4.1,41.0,Europe,Croatia,462084,2019
Bali,4.1,41.0,Europe,Croatia,461585,2019
Bali,4.1,41.0,Europe,Croatia,409066,2019
Bali,4.1,41.0,Europe,Greece,304103,2019
Fountaine Pajot,Astrea 42,41.0,USA,Texas,671824,2019
Fountaine Pajot,Astrea 42,41.0,USA,Florida,499000,2019
Lagoon,42,42.5,Caribbean,Dominican Republic,705237,2019
Lagoon,42,42.5,Caribbean,U.S. Virgin Islands,499000,2019
Lagoon,42,42.5,Caribbean,Martinique,486371,2019
Lagoon,42,42.5,Caribbean,Martinique,480291,2019
Lagoon,42,42.5,Caribbean,Martinique,479740,2019
Lagoon,42,42.5,Europe,France,709128,2019
Lagoon,42,42.5,Europe,Spain,594737,2019
Lagoon,42,42.5,Europe,Italy,594737,2019
Lagoon,42,42.5,Europe,Spain,557773,2019
Lagoon,42,42.5,Europe,Italy,486371,2019
Lagoon,42,42.5,Europe,Greece,486371,2019
Lagoon,42,42.5,Europe,Greece,485879,2019
Lagoon,42,42.5,Europe,Italy,485500,2019
Lagoon,42,42.5,Europe,Greece,485020,2019
Lagoon,42,42.5,Europe,Croatia,483565,2019
Lagoon,42,42.5,Europe,Greece,478957,2019
Lagoon,42,42.5,Europe,Greece,461585,2019
Lagoon,42,42.5,Europe,Greece,460769,2019
Lagoon,42,42.5,Europe,Greece,443364,2019
Lagoon,42,42.5,Europe,Greece,443019,2019
Lagoon,42,42.5,Europe,Croatia,359017,2019
Lagoon,42,42.5,USA,Texas,589000,2019
Lagoon,42,42.5,USA,Texas,589000,2019
Bali,4.3,43.0,Europe,Greece,522319,2019
Bali,4.3,43.0,Europe,Greece,521912,2019
Bali,4.5,44.6,Europe,Croatia,583645,2019
Bali,4.5,44.6,Europe,Croatia,583054,2019
Bali,4.5,44.6,Europe,Croatia,558597,2019
Outremer,45,45.0,Europe,France,873367,2019
Outremer,45,45.0,Europe,France,872686,2019
Nautitech,46 Fly,45.0,Europe,Greece,753112,2019
Nautitech,46 Fly,45.0,Europe,Greece,752525,2019
Leopard,45,45.0,USA,Florida,689000,2019
Leopard,45,45.0,USA,Florida,689000,2019
Fountaine Pajot,Saona 47,45.7,Europe,Italy,760007,2019
Fountaine Pajot,Saona 47,45.7,USA,Florida,874000,2019
Fountaine Pajot,Saona 47,45.7,USA,Florida,874000,2019
Lagoon,450,45.8,Caribbean,British Virgin Islands,702976,2019
Lagoon,450,45.8,Caribbean,British Virgin Islands,699635,2019
Lagoon,450,45.8,Caribbean,British Virgin Islands,668327,2019
Lagoon,450,45.8,Caribbean,British Virgin Islands,666903,2019
Lagoon,450,45.8,Caribbean,British Virgin Islands,665000,2019
Lagoon,450,45.8,Caribbean,Mexico,599000,2019
Lagoon,450,45.8,Caribbean,British Virgin Islands,590000,2019
Lagoon,450F,45.8,Caribbean,Martinique,551710,2019
Lagoon,450F,45.8,Caribbean,Martinique,544435,2019
Lagoon,450,45.8,Caribbean,Martinique,544435,2019
Lagoon,450,45.8,Europe,Turkey,666903,2019
Lagoon,450F,45.8,Europe,Turkey,641439,2019
Lagoon,450F,45.8,Europe,Croatia,616475,2019
Lagoon,450F,45.8,Europe,Croatia,615851,2019
Lagoon,450F,45.8,Europe,France,595120,2019
Lagoon,450,45.8,Europe,France,594150,2019
Lagoon,450S,45.8,Europe,Spain,594150,2019
Lagoon,46,46.0,Caribbean,Martinique,716932,2019
Lagoon,46,46.0,Caribbean,Martinique,715405,2019
Lagoon,50F,48.0,Caribbean,British Virgin Islands,1082175,2019
Lagoon,50F,48.0,Europe,Croatia,875796,2019
Lagoon,50F,48.0,Europe,Croatia,875114,2019
Lagoon,50,48.0,Europe,Greece,849625,2019
Lagoon,50,48.0,Europe,Greece,789584,2019
Lagoon,50,48.0,Europe,Greece,788937,2019
Lagoon,50,48.0,Europe,Greece,788937,2019
Bali,5.4,55.5,Europe,Greece,1246325,2019
Bali,5.4,55.5,Europe,Italy,811143,2019
Privilege,Series 5,56.0,USA,Florida,1495000,2019
