Make,Variant,"Length 
(ft)",Geographic Region,Country/Region/State ,Listing Price (USD),Year
Morris,M42,42,USA,New York,495000,2008
Oyster,54,54,Europe,Gibraltar,792729,2008
Passport,470 Center Cockpit,47,USA,Michigan,524500,2008
Poncin,harmony 52,52,Europe,Croatia,91102,2008
Sabre,426,42,USA,California,299000,2008
Sabre,426,42,USA,Connecticut,325000,2008
Salona,45,44,Europe,Italy,170057,2008
ShearWater,39,43,Caribbean,Trinidad and Tobago,220000,2008
Sly,53,53,Europe,France,382629,2008
Sly,53,53,Europe,Turkey,364424,2008
Sly,53,53,Europe,Turkey,297601,2008
Sweden Yachts,54,54,Europe,Netherlands,727025,2008
Tartan,4300,43,USA,New York,399000,2008
Wauquiez,Centurion 40s,40,Europe,France,212383,2008
Wauquiez,Pilot Saloon 47,47,Europe,Netherlands,290324,2008
X-Yachts,X-41 One Design,41,Europe,Italy,218645,2008
X-Yachts,X-50 Modern,50,Europe,Sweden,419070,2008
Zuanelli,40,40,Europe,Italy,279380,2008
Zuanelli,40,40,Europe,Italy,230761,2008
Alliage,AZZURO 53,55,Europe,France,601299,2009
Archambault,40 RC,39,Europe,France,132436,2009
Archambault,40 RC,39,Europe,Spain,151876,2009
Archambault,40 RC,39,Europe,Spain,151816,2009
Bavaria,38 Cruiser,38,Europe,Croatia,70452,2009
Bavaria,38 Cruiser,38,Europe,Netherlands,96568,2009
Bavaria,40 Cruiser,40,Europe,Croatia,95948,2009
Bavaria,47 Cruiser,47,Europe,Greece,127543,2009
Bavaria,47 Cruiser,47,Europe,Italy,120239,2009
Bavaria,47 Cruiser,47,Europe,Italy,91106,2009
Bavaria,47 Cruiser,47,Europe,United Kingdom,265131,2009
Bavaria,50 Cruiser,49,Europe,Croatia,165351,2009
Bavaria,50 Cruiser ,49,Europe,Croatia,95354,2009
Bavaria,51 Cruiser,49,Europe,Italy,188278,2009
Bavaria,51 Cruiser,49,Europe,Italy,157911,2009
Bavaria,56 Cruiser,54,Europe,Turkey,236866,2009
Beneteau,Oceanis 40,40,Caribbean,Aruba,155000,2009
Beneteau,Oceanis 40,40,Europe,Croatia,99605,2009
Beneteau,Oceanis 40,40,USA,Florida,165000,2009
Beneteau,First 40,40,Europe,France,144549,2009
Beneteau,First 40,40,Europe,Greece,120285,2009
Beneteau,First 40,40,Europe,Greece,120255,2009
Beneteau,First 40 CR,40,Europe,Italy,182204,2009
Beneteau,Oceanis 40,40,Europe,Italy,109323,2009
Beneteau,First 40,40,Europe,Spain,182204,2009
Beneteau,40,40,USA,Washington,159000,2009
Beneteau,Oceanis 43,43,Europe,Croatia,119024,2009
Beneteau,Oceanis 43,43,Europe,Croatia,110537,2009
Beneteau,Oceanis 43,43,Europe,Croatia,106893,2009
Beneteau,Oceanis 43,43,Europe,Croatia,105679,2009
Beneteau,Oceanis 43,43,USA,Florida,110900,2009
Beneteau,Oceanis 43 Family,43,Europe,Greece,133617,2009
Beneteau,Oceanis 43,43,Europe,Spain,115380,2009
Beneteau,Oceanis 43,43,Europe,Turkey,139690,2009
Beneteau,First 45,46,Europe,Croatia,115396,2009
Beneteau,First 45,46,Europe,Italy,180990,2009
Beneteau,First 45,46,Europe,Spain,200433,2009
Beneteau,Oceanis 46,47,USA,California,229000,2009
Beneteau,Oceanis 46,47,Europe,France,167628,2009
Beneteau,Oceanis 46,47,Europe,Greece,139696,2009
Beneteau,Oceanis 46,47,Europe,Italy,103249,2009
Beneteau,Oceanis 46,47,Europe,Spain,132402,2009
Beneteau,Oceanis 49,49,Caribbean,Mexico,239000,2009
Beneteau,First 50,49,Europe,Spain,285465,2009
Beneteau,Oceanis 50,49,Europe,Turkey,186524,2009
Beneteau,Oceanis 49,49,USA,Virginia,259000,2009
Beneteau,Cyclades 50.5,51,Europe,Croatia,144549,2009
Beneteau,Cyclades 50.5,51,Europe,Croatia,139690,2009
Beneteau,Cyclades 50.5,51,Europe,Germany,139550,2009
Beneteau,Cyclades 50.5,51,Europe,Greece,144306,2009
Beneteau,Cyclades 50.5,51,Caribbean,Martinique,155538,2009
Beneteau,Oceanis 54,54,Europe,Croatia,253837,2009
Beneteau,Oceanis 54,54,Europe,Croatia,240520,2009
Beneteau,Oceanis 54,54,Europe,Croatia,240510,2009
Beneteau,Oceanis 54,54,Europe,Croatia,227117,2009
Beneteau,Oceanis 54,54,Europe,Croatia,218533,2009
Beneteau,Oceanis 54,54,Europe,Croatia,212572,2009
Beneteau,Oceanis 54,54,Europe,Croatia,212543,2009
Beneteau,Oceanis 54 ,54,Europe,Croatia,206255,2009
Beneteau,Oceanis 54,54,Europe,France,279380,2009
Beneteau,Oceanis 54,54,Europe,Greece,224688,2009
Beneteau,Oceanis 54,54,Europe,Greece,206470,2009
Beneteau,Oceanis 54,54,Caribbean,Grenada,239900,2009
Beneteau,Oceanis 54,54,Caribbean,Guadeloupe,188347,2009
Beneteau,Oceanis 54,54,Caribbean,Guadeloupe,182000,2009
Beneteau,Oceanis 54,54,Europe,Turkey,242906,2009
Beneteau ,America 50,49,Caribbean,Mexico,249000,2009
Bestevaer,49ST,49,Europe,Netherlands,848957,2009
B-Yachts,38,38,Europe,Switzerland,207466,2009
C&C,115,38,USA,Wisconsin,165000,2009
Catalina,42 Mk II,42,Europe,Netherlands,182204,2009
Catalina,470,47,USA,California,299900,2009
Comar,Comet 41S,41,Europe,Italy,155481,2009
Comar,Comet 45s,46,Europe,Italy,180990,2009
Dufour,405 GL,40,Europe,France,132436,2009
Dufour,40 Performance,40,Europe,Greece,119024,2009
Dufour,425 GL,42,Europe,Italy,127526,2009
Dufour,425,42,Europe,Spain,151837,2009
Dufour,455 GL,45,USA,New York,189000,2009
Elan,Impression 434,44,Europe,Croatia,103128,2009
Elan,Impression 434,44,Europe,United Kingdom,179930,2009
Grand Soleil,37 B&C,38,Europe,France,139690,2009
Grand Soleil,40 B&C,41,Europe,Italy,151876,2009
Grand Soleil,46 Jezequel,47,Europe,Italy,194351,2009
Grand Soleil,48 Ocean Cruiser,49,Europe,Italy,182204,2009
Hallberg-Rassy,54,55,Europe,Croatia,971625,2009
Hallberg-Rassy,54,55,Europe,Spain,1032351,2009
Hanse,400,40,Europe,Italy,95948,2009
Hanse,430,43,Europe,Italy,151837,2009
Hanse,540e,52,Europe,Italy,290312,2009
Hunter,38,38,USA,California,135000,2009
Hunter,38,38,USA,New York,115900,2009
Hunter,38,38,USA,Ohio,117000,2009
Hunter,41 DS,40,USA,California,120000,2009
Hunter,41 DS,40,USA,Florida,150000,2009
Hunter,49,50,USA,California,259000,2009
Hunter,50,50,USA,Florida,239239,2009
Hunter,49,50,Europe,Spain,278128,2009
Island Packet,485,52,Europe,Germany,564834,2009
Jeanneau,Sun Odyssey 39 DS,39,Europe,Croatia,127576,2009
Jeanneau,Sun Odyssey 39i,39,Europe,Italy,100845,2009
Jeanneau,Sun Odyssey 39i,39,Europe,Italy,100820,2009
Jeanneau,Sun Odyssey 39i,39,Europe,Portugal,119070,2009
Jeanneau,Sun Odyssey 39i,39,Europe,Portugal,114181,2009
Jeanneau,Sun Odyssey 39 DS,39,Europe,Turkey,127543,2009
Jeanneau,Sun Odyssey 42 DS,42,Caribbean,Antigua and Barbuda,145000,2009
Jeanneau,Sun Odyssey 42i,42,Europe,Croatia,105679,2009
Jeanneau,Sun Odyssey 42i,42,Europe,Croatia,101913,2009
Jeanneau,Sun Odyssey 42i,42,Europe,Croatia,99630,2009
Jeanneau,Sun Odyssey 42i,42,Europe,Italy,155460,2009
Jeanneau,Sun Odyssey 42i,42,Europe,Italy,133651,2009
Jeanneau,Sun Odyssey 42i,42,Europe,Italy,119024,2009
Jeanneau,Sun Odyssey 42 DS,42,Europe,Spain,188278,2009
Jeanneau,Sun Odyssey 42i,42,Caribbean,U.S. Virgin Islands,129000,2009
Jeanneau,Sun Odyssey 45 DS,45,Europe,France,203462,2009
Jeanneau,Sun Odyssey 44i,45,Europe,Greece,143371,2009
Jeanneau,Sun Odyssey 44i,45,Europe,Greece,120881,2009
Jeanneau,Sun Odyssey 44i,45,Europe,Greece,120850,2009
Jeanneau,Sun Odyssey 44i,45,Europe,Greece,115396,2009
Jeanneau,Sun Odyssey 45 DS,45,Europe,Italy,182204,2009
Jeanneau,Sun Odyssey 44i,45,Caribbean,Martinique,127300,2009
Jeanneau,Sun Odyssey 44i,45,USA,Rhode Island,186995,2009
Jeanneau,Sun Odyssey 44i,45,USA,Wisconsin,179900,2009
Jeanneau,Sun Odyssey 49i,49,Europe,Croatia,163984,2009
Jeanneau,Sun Odyssey 50 DS,49,Europe,Croatia,157911,2009
Jeanneau,Sun Odyssey 50 DS,49,Europe,Croatia,153052,2009
Jeanneau,Sun Odyssey 50 DS,49,Europe,Croatia,145769,2009
Jeanneau,Sun Odyssey 50 DS,49,Europe,Croatia,143922,2009
Jeanneau,Sun Odyssey 49i,49,Europe,Croatia,127543,2009
Jeanneau,Sun Odyssey 50 DS,49,Europe,Greece,266626,2009
Jeanneau,Sun Odyssey 50 DS,49,Europe,Greece,193137,2009
Jeanneau,Sun Odyssey 50 DS,49,Europe,Greece,157917,2009
Jeanneau,Sun Odyssey 50 DS,49,Europe,Greece,151843,2009
Jeanneau,Sun Odyssey 50 DS,49,Europe,Italy,266019,2009
Jeanneau,Sun Odyssey 49i,49,Europe,Italy,206507,2009
Jeanneau,Sun Odyssey 49i,49,Europe,Italy,144555,2009
Jeanneau,Sun Odyssey 49i,49,Europe,Italy,109327,2009
Jeanneau,Sun Odyssey 50 DS,49,USA,New York,274500,2009
Jeanneau,Sun Odyssey 49i,49,Europe,Turkey,180990,2009
Jeanneau,Sun Odyssey 54 DS,55,Caribbean,Guadeloupe,219940,2009
Jeanneau,Sun Odyssey 54 DS,55,Europe,Italy,224719,2009
Jeanneau,Sun Odyssey 54 DS,55,Caribbean,Martinique,220548,2009
Jeanneau,Sun Odyssey 54 DS,55,Europe,Turkey,321895,2009
Jeanneau ,Sun Odyssey 50 DS,49,Caribbean,Grenada,220000,2009
Jeanneau ,Sun Odyssey 50 DS,49,Caribbean,Martinique,206574,2009
Jeanneau ,Sun Odyssey 49i,49,Caribbean,Saint Vincent and the Grenadines,109363,2009
Malo,40 classic,40,Europe,Sweden,344449,2009
Moody,45 DS,45,Europe,Greece,394776,2009
Moody,45 Classic,46,Europe,Germany,358335,2009
Nauticat,441 Ketch,44,Europe,Bulgaria,484664,2009
Nauticat,441,44,Europe,Turkey,564977,2009
Nordship,380DS,38,Europe,Netherlands,363209,2009
Oyster,54,54,Europe,United Kingdom,692805,2009
Passport,470 Center Cockpit,47,USA,Maryland,495000,2009
RM Yachts,RM 1200,39,Europe,Italy,133598,2009
Solaris,48,48,Europe,Croatia,302418,2009
Solaris,48 ONE,48,Europe,Italy,388650,2009
Southerly,42 RST,42,Europe,United Kingdom,300510,2009
Tartan,4400,45,USA,Connecticut,349000,2009
Triplast,Y 40,40,Europe,Croatia,105679,2009
X-Yachts,Xc 42,42,Europe,Denmark,423539,2009
Bavaria,45 Cruiser,44,Europe,Greece,142119,2010
Bavaria,45 Cruiser,44,Europe,Greece,136046,2010
Bavaria,51 Cruiser,49,Europe,Croatia,170057,2010
Bavaria,51 Cruiser,49,Europe,Greece,166413,2010
Bavaria,51 Cruiser,49,Europe,Italy,145764,2010
Bavaria,51 Cruiser,49,Europe,Spain,120255,2010
Bavaria,51 Cruiser,49,Europe,Spain,106893,2010
Bavaria,56 Cruiser,54,Europe,Croatia,176131,2010
Bavaria,56 Cruiser,54,Europe,Greece,242939,2010
Bavaria,56 Cruiser,54,Europe,Spain,267233,2010
Bavaria,56 Cruiser,54,Europe,Turkey,255052,2010
Beneteau,Oceanis 40,40,Europe,Greece,109350,2010
Beneteau,Oceanis 40,40,Europe,Greece,102034,2010
Beneteau,Oceanis 40,40,Europe,Greece,100212,2010
Beneteau,Oceanis 40,40,Europe,Greece,94746,2010
Beneteau,Oceanis 40,40,USA,New York,170000,2010
Beneteau,Oceanis 43,43,Caribbean,British Virgin Islands,99000,2010
Beneteau,43,43,USA,California,185000,2010
Beneteau,Oceanis 43,43,USA,Connecticut,189000,2010
Beneteau,Oceanis 43,43,Europe,Croatia,115396,2010
Beneteau,Oceanis 43,43,Europe,Croatia,103249,2010
Beneteau,Oceanis 43,43,Europe,Greece,111752,2010
Beneteau,Oceanis 43,43,Caribbean,Grenada,129000,2010
Beneteau,Oceanis 43,43,Caribbean,Guatemala,151892,2010
Beneteau,Oceanis 43,43,Caribbean,Guatemala,133000,2010
Beneteau,Oceanis 43,43,Europe,Italy,133617,2010
Beneteau,Oceanis 43,43,Europe,Italy,115396,2010
Beneteau,Oceanis 46 Family,47,Europe,Greece,137266,2010
Beneteau,Oceanis 46,47,Europe,Greece,136046,2010
Beneteau,Oceanis 46 Family,47,Europe,Greece,133622,2010
Beneteau,Oceanis 46,47,Europe,Italy,170057,2010
Beneteau,Oceanis 50,49,USA,California,250000,2010
Beneteau,Oceanis 50,49,Europe,Greece,199183,2010
Beneteau,Oceanis 50,49,Europe,Greece,188285,2010
Beneteau,Oceanis 50,49,Europe,Greece,163984,2010
Beneteau,Oceanis 50,49,Europe,Greece,151837,2010
Beneteau,Oceanis 50,49,Europe,Italy,230802,2010
Beneteau,Oceanis 50,49,Europe,Spain,218047,2010
Beneteau,Oceanis 50,49,Europe,Spain,218038,2010
Beneteau,America 50,50,Caribbean,Guadeloupe,54681,2010
Beneteau,Cyclades 50.5,51,Europe,Greece,139690,2010
Beneteau,Oceanis 54,54,Europe,Croatia,340115,2010
Beneteau ,Oceanis 50,49,Caribbean,Martinique,187131,2010
Catalina,445,44,USA,California,259000,2010
Catalina,445,44,USA,Maryland,275000,2010
Comar,Comet 45s,46,Europe,Italy,188278,2010
Dehler,39 SQ,39,Europe,Italy,170101,2010
Discovery,55,55,Europe,United Kingdom,766082,2010
Dufour,40e Performance,40,Europe,Portugal,190707,2010
Dufour,40e,40,Europe,Portugal,157951,2010
Dufour,405 GL,40,Europe,United Kingdom,146488,2010
Dufour,425 GL,42,Europe,Italy,176107,2010
Dufour,45e Performance,45,Europe,France,178560,2010
Dufour,455 GL,45,Europe,Malta,176131,2010
Dufour,525 GL,50,Europe,France,285454,2010
Dufour ,45e Performance,45,Caribbean,Antigua and Barbuda,149950,2010
Elan,Impression 384,38,Europe,Croatia,109201,2010
Elan,Impression 434,44,Europe,Croatia,116640,2010
Elan,450,44,Europe,France,240510,2010
Elan,Impression 434,44,Europe,Turkey,156736,2010
Grand Soleil,46,47,Europe,France,309748,2010
Grand Soleil,50,49,Europe,Italy,546613,2010
Hanse,400,40,Europe,France,145801,2010
Hanse,400,40,Europe,France,145764,2010
Hanse,400,40,Europe,Italy,115396,2010
Hanse,400,40,Europe,Netherlands,151716,2010
Hanse,430e,43,USA,Virginia,135000,2010
Hanse,470e,47,Europe,Croatia,193137,2010
Hanse,470,47,Europe,Greece,212626,2010
Hanse,470,47,Europe,Italy,255086,2010
Hanse,470,47,Europe,Italy,241725,2010
Hunter,39,39,USA,Texas,144900,2010
Hunter,OV,49,Caribbean,Sint Maarten (Dutch part),219000,2010
Hunter,AC 50,50,USA,Florida,280000,2010
Hunter,50 Center Cockpit,50,USA,Florida,250000,2010
Hylas,46,46,USA,Connecticut,439000,2010
Island Packet,SP Cruiser,41,USA,Rhode Island,299500,2010
Island Packet,465,48,USA,Maryland,450000,2010
Jeanneau,Sun Odyssey 39 DS,39,Europe,Italy,139726,2010
Jeanneau,Sun Odyssey 39i,39,USA,Wisconsin,155900,2010
Jeanneau,Sun Odyssey 42i,42,Europe,Croatia,95948,2010
Jeanneau,Sun Odyssey 42i,42,Europe,Greece,115380,2010
Jeanneau,Sun Odyssey 42i,42,Europe,Greece,103275,2010
Jeanneau,Sun Odyssey 42i,42,Europe,Greece,95948,2010
Jeanneau,Sun Odyssey 42 DS,42,Europe,Italy,163984,2010
Jeanneau,Sun Odyssey 45 DS,45,Europe,France,181036,2010
Jeanneau,Sun Odyssey 44i,45,Europe,Greece,145801,2010
Jeanneau,Sun Odyssey 44i,45,Europe,Greece,120285,2010
Jeanneau,Sun Odyssey 44i,45,USA,Oregon,169000,2010
Jeanneau,Sun Odyssey 45 DS,45,Europe,Spain,200476,2010
Jeanneau,Sun Odyssey 45 DS,45,Europe,Spain,194351,2010
Jeanneau,Sun Odyssey 45 DS,45,Europe,Spain,188326,2010
Jeanneau,Sun Odyssey 44i,45,Europe,United Kingdom,239849,2010
Jeanneau,Sun Odyssey 45 DS,45,Europe,United Kingdom,193199,2010
Jeanneau,Sun Odyssey 45 DS,45,USA,Washington,249000,2010
Jeanneau,Sun Odyssey 50 DS,49,USA,Connecticut,285000,2010
Jeanneau,Sun Odyssey 50 DS,49,Europe,France,255086,2010
Jeanneau,Sun Odyssey 50 DS,49,Europe,Italy,236866,2010
Jeanneau,Sun Odyssey 50 DS,49,Europe,Spain,334042,2010
Jeanneau,53,53,Europe,Croatia,199818,2010
Jeanneau,53,53,Europe,Croatia,193144,2010
Jeanneau,Sun Odyssey 53,53,USA,Florida,299000,2010
Jeanneau,53,53,Europe,France,218645,2010
Jeanneau,53,53,Europe,Greece,224719,2010
Jeanneau,53,53,Europe,Greece,199218,2010
Jeanneau,53,53,Europe,Greece,199210,2010
Jeanneau,53,53,Europe,Greece,194359,2010
Jeanneau,53,53,Europe,Greece,194351,2010
Jeanneau,53,53,Europe,Greece,188278,2010
Jeanneau,53,53,Europe,Italy,340069,2010
Jeanneau,53,53,Europe,Portugal,255086,2010
Jeanneau,53,53,Europe,Turkey,261160,2010
Jeanneau,53,53,Europe,Turkey,212580,2010
Jeanneau,53,53,Europe,Turkey,212572,2010
Jeanneau,Sun Odyssey 54 DS,55,Caribbean,Martinique,219940,2010
Malo,40,40,Europe,United Kingdom,319090,2010
Moody,45 DS e,45,Europe,Greece,394776,2010
Moody,45 DS,45,Europe,Spain,437291,2010
Nauticat,441,44,Europe,Norway,475361,2010
Oyster,54,54,USA,Maryland,615000,2010
Salona,44,44,Europe,Croatia,156696,2010
Solaris,One 44,44,Europe,Italy,400850,2010
Solaris,48,48,Europe,Italy,388703,2010
Southerly,38,39,Europe,Jersey,279845,2010
Tartan,4300,43,Europe,Italy,321895,2010
Tartan,4300,43,Europe,Italy,303674,2010
Vismara,54,54,Europe,Malta,479805,2010
X-Yachts,Xc 42,42,Europe,Germany,419070,2010
X-Yachts,X-50,50,Europe,Italy,425086,2010
Azuree,40,40,Europe,Turkey,127543,2011
Bavaria,40 Cruiser,40,Europe,Croatia,119040,2011
Bavaria,40 Cruiser,40,Europe,Croatia,99630,2011
Bavaria,40 Cruiser,40,Europe,Croatia,81992,2011
Bavaria,40 Cruiser,40,Europe,Denmark,160867,2011
Bavaria,40S Cruiser,40,Caribbean,Dominican Republic,99000,2011
Bavaria,40 Cruiser,40,Europe,France,144549,2011
Bavaria,40 Cruiser,40,Europe,Germany,123882,2011
Bavaria,40 Cruiser,40,Europe,Greece,157889,2011
Bavaria,40 Cruiser,40,Europe,Greece,102060,2011
Bavaria,40 Cruiser,40,Europe,Greece,91102,2011
Bavaria,40 Cruiser,40,Europe,Italy,121453,2011
Bavaria,40 Cruiser,40,Europe,Netherlands,144549,2011
Bavaria,45 Cruiser,44,Europe,Croatia,145564,2011
Bavaria,45 Cruiser,44,Europe,Greece,145764,2011
Bavaria,50 Cruiser,49,Europe,Croatia,230671,2011
Bavaria,50 Cruiser,49,Europe,Croatia,202854,2011
Bavaria,56 Cruiser,54,Europe,Croatia,279380,2011
Bavaria,56 Cruiser,54,Europe,Croatia,253837,2011
Beneteau,First 40,40,Caribbean,British Virgin Islands,140000,2011
Beneteau,Oceanis 40,40,Caribbean,British Virgin Islands,99600,2011
Beneteau,First 40,40,USA,California,155000,2011
Beneteau,Oceanis 40,40,Europe,Greece,121470,2011
Beneteau,Oceanis 40,40,Europe,Greece,120285,2011
Beneteau,Oceanis 40,40,Europe,Greece,108108,2011
Beneteau,Oceanis 40,40,Europe,Greece,106893,2011
Beneteau,Oceanis 40,40,Europe,Greece,95961,2011
Beneteau,First 40,40,Caribbean,Grenada,155460,2011
Beneteau,Oceanis 40,40,Caribbean,Grenada,110000,2011
Beneteau,Oceanis 40,40,Caribbean,Grenada,80000,2011
Beneteau,Oceanis 40,40,USA,Maryland,159900,2011
Beneteau,First 40 CR,40,Europe,Netherlands,169450,2011
Beneteau,Oceanis 40,40,USA,New York,170048,2011
Beneteau,Oceanis 40,40,USA,South Carolina,129900,2011
Beneteau,First 40,40,Europe,Spain,179775,2011
Beneteau,First 40,40,Europe,Sweden,201732,2011
Beneteau,First 40,40,Europe,United Kingdom,59535,2011
Beneteau,Oceanis 43,43,Europe,Croatia,115396,2011
Beneteau,Oceanis 43,43,Europe,Greece,115396,2011
Beneteau,Oceanis 43 Family,43,Europe,Greece,109323,2011
Beneteau,43,43,USA,South Carolina,130000,2011
Beneteau,Oceanis 43,43,Caribbean,U.S. Virgin Islands,129000,2011
Beneteau,First 45,46,Europe,Turkey,194351,2011
Beneteau,Oceanis 46,47,USA,Connecticut,219000,2011
Beneteau,Oceanis 46,47,Europe,Croatia,156696,2011
Beneteau,Oceanis 50 F G5,49,Caribbean,British Virgin Islands,179000,2011
Beneteau,Oceanis 50,49,Europe,Croatia,176138,2011
Beneteau,Oceanis 50.5 ,49,Europe,Croatia,169450,2011
Beneteau,Oceanis 50,49,Europe,France,205292,2011
Beneteau,Oceanis 50 Family,49,Europe,Greece,217431,2011
Beneteau,Oceanis 50,49,Europe,Greece,185856,2011
Beneteau,Oceanis 50 Family,49,Europe,Greece,170000,2011
Beneteau,Oceanis 50,49,USA,Hawaii,275000,2011
Beneteau,Oceanis 50,49,Europe,Sweden,309582,2011
Beneteau,Oceanis 50,49,Europe,Turkey,224728,2011
Beneteau,Oceanis 50.5,50,Europe,Croatia,182204,2011
Beneteau,Oceanis 50.5,50,Europe,Croatia,174309,2011
Beneteau,Oceanis 50.5,50,Europe,Croatia,170057,2011
Beneteau,Oceanis 54,54,Europe,Malta,267197,2011
Beneteau ,First 45,45,Caribbean,Martinique,194422,2011
Beneteau ,Oceanis 50,49,Caribbean,Antigua and Barbuda,185000,2011
Catalina,375,38,Europe,Netherlands,173094,2011
Catalina,42 MK II,42,USA,Texas,189000,2011
Catalina,445,44,Europe,Italy,204069,2011
Contest,45CS,45,Europe,Netherlands,504099,2011
Contest,45CS,45,Europe,Spain,504099,2011
Dehler,41,40,Europe,Netherlands,206377,2011
Dehler,41,40,Europe,Turkey,200425,2011
Dehler,45,45,Europe,Sweden,201732,2011
Delphia,40,39,Europe,France,194401,2011
Dufour,405 GL,40,Caribbean,Antigua and Barbuda,91135,2011
Dufour,405 GL,40,Europe,France,133617,2011
Dufour,405,40,Caribbean,Grenada,91106,2011
Dufour,40e Performance,40,Europe,Italy,163984,2011
Dufour,425 GL,42,Europe,Malta,163962,2011
Dufour,445 GL,44,Europe,France,236926,2011
Dufour,45 Performance,45,Europe,France,182204,2011
Dufour,455,45,Europe,France,170101,2011
Dufour,45e Performance,45,Caribbean,Guadeloupe,229578,2011
Dufour,455,45,Europe,Malta,170101,2011
Dufour,455 GL,45,Europe,Malta,166413,2011
Dufour,455 GL,45,Europe,Portugal,194401,2011
Dufour,45e Performance,45,Europe,Slovenia,157889,2011
Dufour,525 GL,50,Europe,Greece,302459,2011
Elan,444 Impression,45,Europe,Croatia,143334,2011
Elan,444 Impression,45,Europe,Greece,127543,2011
Grand Soleil,43,43,Europe,Germany,273307,2011
Grand Soleil,46,47,Europe,Italy,267233,2011
Grand Soleil,46,47,Europe,Turkey,334042,2011
Grand Soleil,54,53,Europe,Croatia,479805,2011
Grand Soleil,56 EXTREME,55,Europe,Italy,498045,2011
Grand Soleil,56,55,Europe,Italy,498026,2011
Hanse,400,40,Europe,United Kingdom,139884,2011
Hanse,445,44,Europe,Italy,181036,2011
Hanse,445,44,Europe,Spain,193186,2011
Hanse,470,47,Europe,Italy,230851,2011
Hanse,495,50,Europe,Croatia,182204,2011
Hanse,495,50,Europe,Croatia,180965,2011
Hanse,495,50,Europe,Spain,358335,2011
Hanse ,495,50,Europe,Croatia,180990,2011
Hunter,39,39,USA,California,155000,2011
Hunter,50 Center Cockpit,50,USA,Maryland,277500,2011
Hunter,50,50,USA,North Carolina,284900,2011
J Boats,J 122,43,Europe,United Kingdom,287721,2011
Jeanneau,Sun Odyssey 409,40,Europe,Greece,129235,2011
Jeanneau,Sun Odyssey 409,40,Europe,Greece,109350,2011
Jeanneau,Sun Odyssey 409,40,Europe,Greece,103275,2011
Jeanneau,Sun Odyssey 409,40,Europe,Greece,84421,2011
Jeanneau,Sun Odyssey 409,40,Europe,Greece,84410,2011
Jeanneau,Sun Odyssey 409,40,Europe,Italy,143334,2011
Jeanneau,Sun Odyssey 409,40,Europe,Netherlands,156696,2011
Jeanneau,Sun Odyssey 42i,42,Europe,Italy,145801,2011
Jeanneau,Sun Odyssey 42i,42,Europe,Italy,145744,2011
Jeanneau,Sun Odyssey 439,43,Europe,Spain,146958,2011
Jeanneau,Sun Odyssey 439,43,Europe,Spain,120239,2011
Jeanneau,Sun Odyssey 44i,45,Europe,Croatia,115425,2011
Jeanneau,Sun Odyssey 44i,45,Europe,Greece,115396,2011
Jeanneau,Sun Odyssey 45 DS,45,USA,Maryland,245000,2011
Jeanneau,Sun Odyssey 45 DS,45,USA,Maryland,240000,2011
Jeanneau,Sun Odyssey 45 DS,45,Europe,Spain,210142,2011
Jeanneau,Sun Odyssey 44i,45,Europe,Turkey,156736,2011
Jeanneau,Sun Odyssey 45 DS,45,Europe,United Kingdom,213192,2011
Jeanneau,Sun Odyssey 44i,45,USA,Washington,169000,2011
Jeanneau,Sun Odyssey 49i,49,Europe,Croatia,153052,2011
Jeanneau,Sun Odyssey 50 DS,49,Europe,Italy,255096,2011
Jeanneau,Sun Odyssey 50 DS,49,USA,Ohio,279900,2011
Jeanneau,Sun Odyssey 50 DS,49,Europe,Spain,249013,2011
Jeanneau,53,53,Europe,Croatia,261160,2011
Jeanneau,53,53,Europe,Croatia,249782,2011
Jeanneau,53,53,Europe,Croatia,236875,2011
Jeanneau,53,53,Europe,Croatia,236866,2011
Jeanneau,53,53,Europe,Croatia,229578,2011
Jeanneau,53,53,Europe,Croatia,212572,2011
Jeanneau,53,53,Europe,Croatia,200433,2011
Jeanneau,53,53,Europe,Croatia,200425,2011
Jeanneau,53,53,Europe,Croatia,199818,2011
Jeanneau,53,53,Europe,Croatia,168850,2011
Jeanneau,53,53,Europe,Denmark,341932,2011
Jeanneau,53,53,Europe,France,267233,2011
Jeanneau,53,53,Europe,Greece,326766,2011
Jeanneau,53,53,Europe,Greece,176138,2011
Jeanneau,53,53,Europe,Spain,291406,2011
Jeanneau,53,53,Europe,Turkey,241725,2011
Moody,45 DS,45,Europe,Spain,386305,2011
Morris,M42,42,USA,Maine,497000,2011
Oyster,54,54,Europe,Spain,839360,2011
Rustler,44,44,Europe,United Kingdom,492394,2011
Sabre,456 MK II,46,USA,California,509000,2011
Sly,48C,48,Europe,Italy,303674,2011
Tartan,4000,40,USA,New York,359000,2011
Tartan,4300,43,USA,Illinois,475000,2011
Tofinou,12,39,Europe,Spain,182251,2011
Vismara,V50,50,Europe,Italy,479805,2011
Vismara,V50,50,Europe,Italy,467658,2011
X-Yachts,Xc 50,50,Europe,Italy,570907,2011
X-Yachts,Xc 50,50,Europe,Portugal,631642,2011
Bavaria,40S Cruiser,40,Europe,Croatia,168893,2012
Bavaria,40S Cruiser,40,Europe,Croatia,132013,2012
Bavaria,40S Cruiser,40,Europe,Croatia,116975,2012
Bavaria,40S Cruiser,40,Europe,Croatia,84807,2012
Bavaria,40 Cruiser,40,Europe,Germany,128791,2012
